Id;Tweets
1602;@paullithgow I think it has 
1603;i would never let the sun forget to shine upon your face so when others would have rain clouds you'd have only sunny days 
1604;"@GreziaGA okay bye loveyou? wey ma�ana vas a bailar el hoedown throwdown con michelle,nathaly&amp;yo eh cabrona en deportes "
1605;heading to bed so i can get up in 3 hours to get ready to fly all day! yeah for me 
1606;"http://twitpic.com/552tv - &amp;&amp; the current one "
1607;@dalanmiller hahaha so long as you still following me I'm cool 
1608;Live on air right now!  It's REALLY cold in the studio 
1609;"@keepyourhead yeah, they definitely weren't at the bottom of my list, but I really wanted Luke &amp; Margie to win!! "
1610;@comeagainjen don't we all want that. 
1611;Tomorrow is going to suck. 
1612;@KevinSpacey            Loved watching the show! You made my night, and I loved the red/orange (couldn't tell) socks! 
1613;listening to Ryan, Monty and Wippa...those guys (and girl) are crack ups!! 
1614;A days training - great... and I'm not talking exercise unfortunately 
1615;@Seowhow wow! Believing and standing in faith with u Pst How 
1616;just woke up. Haven't woken up this late in awhile. I miss my sleep 
1617;@byronrode Are you pulling through to NetProphet man? 
1618;"@THE_REAL_SHAQ burn Dallas burn!! im with the Nuggets' boys all the way! i see Nuggets vs Lakers &amp; Kobe gettin his ass kicked!... no diss "
1619;"&quot;What if my life goal was to be a black man?&quot; I was completely serious when I asked that. Mesa so tired! Almost home(Ohio version)! "
1620;I'm at play dance bar for college night. He you're still up and close to nashville you should come out and party. 
1621;I have a tingly sensation happening at the moment... I've been through this before, i'm just hoping it doesn't end like last time... 
1622;@RaquelKP http://twitpic.com/552oh - That is effing electric blue WOWWEE WOW WOW 
1623;@katiemoffat both and more 
1624;What happened 2 the nice warm weather? Its FOGGY and cold  ict exam 2mo and im still ill. How gay 
1625;@ZackShapiro Ah, so nothing really cool that I need? 
1626;@chrisblake Hey Chris, you should check out  @forces2  one-liner blitz (he's on a roll). Some are hilarious - might make you smile  
1627;@scientist_no_1 the only morning that are good are sunny when you don't have to work! 
1628;"@saradestiny HIIIIIIIIII! tell me why sister potato &amp; cousin potato was sooo faded yesterday! we gotta chill again soon "
1629;@LeighAnnMol  I was chugging cough syrup when you mentioned it, thought you'd appreciate the irony
1630;@Rydersm that's great - i hope we're that lucky! 
1631;finally home! is 2:30am already n i have to wake up tomorrow at 7am...i hope my super nice professor forgive me if i arrive late tomorrow 
1632;"my bus was early &amp; I was not. Sad face "
1633;its too late for meditation... 
1634;@happysponge sadly no.  listen to magic. They said that the Davids have arrived on the station
1635;Heka sik lol that shows hella clean I jus dint like when that f'n pirate killed the knight! 
1636;is looking for someone to luv but no one luvs back 
1637;damn finally back at my gma's house. still no wifi  tired..
1638;i have school  i hate thursday's they suck.
1639;@eternalmagpie oooh am I the client?! Am in shitty 3g area so can't see it  what do you need from me? Of course might be someone else...
1640;@uaKnoraA aww fuck, if I fail, I think that's why 
1641;I don't want to move 
1642;@adnamay I'm so disappointed that the tammy and vic won 
1643;Oh hellllll naw! How the power gonna cut back on then cut right back off! I just got played! Lol 
1644; forgot about my spanish essay. hopefully, i finish before 3 AM.
1645;@mccharm nah shaylie send me spam via myspace or someone hacked her! 
1646;@alicia_luvs_u Hahahhaa that's funny! Ps. Some guy tweeted LOL to me  idk why he's laughing! hahhaha
1647;Considering im totally lost in algebra right now, i did like half of each homework assignment, therefore nothing isready tobe turned in 
1648;Going to bed. Ugh, don't want to travel tomorrow. Would much rather go Friday.   Oh well, Goodnight!
1649;So, I'm attempting to attend the party in my dreamworld (sleep) and I'm failing miserably at it... Ehhh... 
1650;Getting ready for school   So tired!!
1651;@IAMRUBY Gokey 
1652;Why does it have to be windy when i'm heading out tonight 
1653;I can't find my capo. 
1654;@melchelle880 I have to vote for Kris myself. I really really dislike Adam. Adam is nowhere near as good as Danny. It's a sad sad day 
1655;@vivzy thts the sad part...am in ahd.  no plns of cming der in nxt one month...
1656;Titter wouldn't let me play last night  oh and #fixreplies
1657;@gogreen18 me 2 
1658;@MusicalChilly What???? I missed your b-day!!! Sorry  I just got the DM w/ the address) ok, will mail it tomorrow!!!
1659;"@kristineeeNFS Hahaa Its cool. &gt;;) tiring, i went to the meadows mall and i got a flannel. Sadly it wasnt hollister. "
1660;Listening to Do You Remember - Aaron Carter. WTH. 
1661;@dottedwithearts way to not reply to email. 
1662;Sad that I missed Lost.  time to sleep
1663;Have Heart is breaking up  http://tiny.cc/lBf6V
1664;"its too early, and im going to be late for school. oh well. and parents evening tonight &quot;/ "
1665;@jayachandran Same with me.. JC.  I could not vote though I had my voters id 
1666;page 2 of my 8 page paper.    Writing is for dumb asses.  Oh, new blog here: http://lurky-lurky.blogspot.com/
1667;@dennismartinez ur on air at movin?! AH! small world! i worked there recently!! tried going back.. but they're slippin @ hiring me again! 
1668;is feeling sick today. I'm going to hate oreo ice cream now for my tonsillitis. 
1669;my back is painful  its so frustrating - i feel disabled without any external cues to show people i cant/shouldn't do stuff!
1670;I don't want anyone to go home!!! This is gonna be sooooo sad! 
1671;@nicholsong I wish I knew your dog...sorry that Pooh is gone.    Mine's a doof but I love him.  I wonder how Greg's doing. So sad for them
1672;Currently I'm wishing I didn't have to wait 3 weeks for this new job to start 
1673;@Johnnyacop  johnny i hate u for not explaining ur surgery shit..i cnt believe u had a back surgery and didnt tell us.i felt so left out! 
1674;last general studies exam today - what a load of crap 
1675;Okay, my last ever exam is in two hours and it is by far the most difficult one, totally underestimated it. Nervous breakdown happening 
1676;my back/neck hurts baaaaaad  and tomorrow I get a needled poked in my neck... what a fun filled day
1677;I'm super sad Danny was sent home tonight 
1678;i'm so tired of looking up 39372 hotels and not coming up with anything!!! 
1679;@rbroller815 you are taking forever with responding to text messages 
1680;so tired. writing some key terms down for geography then going to sleep  tough day tomorrow...
1681;@metaglyph oooh like that 
1682;@artificialxgirl I didn't know until I looked at twitter again on my phone and I was home by then 
1683;I need a simple website  by Nikole http://tinyurl.com/q5d7ys
1684;@mjg89 hey!  ah fair enough. It's 7:30 am over here, all the tweeps in the UK are asleep.. apart from me. LOL.
1685;so twitterhood how was YOUR day???  Mine is great  brushin the haters off   its a nasty job but someone has to do it
1686;@theDebbyRyan Happy Birthday  I didn't know I'm older than you but I'm looking up to you  You're awesome 
1687;200 words down, 800 to go 
1688;@MaddieMcBroom RE:itunes suggestions michael johns from idol new single heart on my sleeve listen  www.myspace.com/michaeljohnsmusic
1689;"Good Night my tweet tweeters.. Again &quot;two thumbs up&quot; for my Kris! "
1690;@pixeldiva You know by chance you're picked the one overcast day here. Every other day this year had been glorious, glorious sunshine 
1691;"@thaifer i stayed up to watch lost and now i have to &quot;study&quot; for my final at 8am. boo "
1692;@TillyBeaz It's a beautiful city...so much to do and the people are so very friendly here. We planned on a 2 year stay. We're on year 4. 
1693;A project on this 60's band. Coming out clean! 
1694;Thank god for #lost! That was awesome. Now... we wait. 
1695;Writing my story. 
1696;@mikeyway TODAY MAY 14th!!!  please. Just wish me Happy B-day. 
1697;@ajaedandridge iPhones been like this for bout two weeks now. I'm just admitting it to myself... 
1698;surprised at how good green days new album actually is 
1699;@DonnieWahlberg http://twitpic.com/551hw - I like this picture! It's one of my favourites - though I'm a Jon-Girl  Why don't pic a Jon ...
1700;@dangercharlie hey dude, what 5.1 speaker model did u get? im really interested to buy those and that reciever 
1701;@stickmanbkk not only pleasure 
1702;"@rissacupcake she pushed the baby out over the toilet &amp; it fell inside &quot;plop&quot; "
1703;@iamdiddy i wish i knew what it meant to be locked in... im so out of the loop 
1704;bloody manipal bug got my leg!Now it looks like I have alien spawn about to sprout any moment from a point right above my right knee 
1705;@Donnette @SistaWAHMs Nice not to be part of the big Twitter drama. 
1706;i wish i could watch DAVID ARCHULETA! on saturday! 
1707;I officially don't have a phone anymore...  anyone have an old verizon phone they don't use?
1708;"fell asleep on zack's lap last night and missed all of Ponderland  then we slept on and off until almost 1pm today. &lt;3"
1709;Everyone's gettin all sentimental... I'm not ready to go yet. 
1710;@headphonaught shhhhh! Don't let the women know the only good thing about it! 
1711;@juliebenz I just saw you on syndication, 'Step by Step'! Remember that one? You were/are a doll! 
1712;Writing: A Trip to Blogging Slums! Will be published after a month! We have stockpile of drafts and pending review posts! 
1713;going to bed... feeling a little dizzy 
1714;juggy is killin it tonight!!! love my juggifer!  hehe
1715;@ninjen I was going to ask how Texas is tonight, but it's obviously fabulous since you are there! 
1716;@vonIrrwegen thanks for that 
1717;@maranthony hiya! watchu bin up to? 
1718;I need a simple website  by Nikole: I have an e-book ready to be sold. I need a very simple website where peop.. http://tinyurl.com/q5d7ys
1719;"about to go to sleep. totally mellowing out. listening to iron &amp; wine. goodnight, friends. "
1720;Yeah I got my new HTC magic 
1721;@dixnalonso hahah thanks Dianaa�!  ya te Followwen tmb ioo
1722;fed up of English weather . Cant wait till I go to Florida in 6 weeks 
1723;Is in love with hair extensions. 
1724;@MatthewLush meeee 
1725;david archuleta and adam lambert are trending topics right now  .... yay, love them both!!!
1726;@thekrisfields yeah basically haha. well i'm coming to play again soon btw.  so get ready
1727;@angee310 does he know how lucky he is to get to spend time with you???     He better appreciate you!
1728;@Hollynewman you quiet at work too  ??
1729;@changhuiping  no problem! 
1730;super exhausted .....  my body is tired but my brain is not! haha
1731;"@denvy &quot;If the prayer is stronger... then the prayer will be answered&quot; - that's why I always flagellate myself "
1732;@biz you gotta see it - it is worth it 
1733;Definately talking to my girly right now 
1734;Reply From Martin Starr 
1735;has too much toad in the hole and is completely lost 
1736;woohoo! Gokey's gone! Hello Adam 
1737;@Yareli7 Im jealous you lucky shit  Yasmin is getting 5 teeth pulled tomorrow..sucks huh? Ill send u a pic haha
1738;@MickHD Hi  playing scrabble and drinking wine tonight are you?
1739;woke up  haha
1740;@sendchocolate this is really irritating. i see people i follow's tweets on other sites (ie facebook) but NOT on here 
1741;@saschahaberkorn ....I WANT YOU.... 
1742;"@Ronniger Keep in mind, &quot;rich&quot; can be taken as &quot;a rich life&quot;, but it does apply to financial success "
1743;why did i only realized this now? hmm. nevermind. 
1744;we thinks you're fresh to death! 
1745;@babyjobamboo @littlebirdphoto Congratulations on your stunning photo shoot! Such a great showcase of both skills and product 
1746;just got my wrist band. im fuked. im goin back to sleep  .... wisdom teeth arent nice lol
1747;@Pink i hate the dentist too,have to go next weak 
1748;@amyob I don't think you needed to tell us you're drunk... I think we could work it out from the posts 
1749;listen to THE NEWS SHOW http://wiredradio.co.uk/ 11 am 
1750;"@chaosingeneral LOL I didn't think you'd be happy. I..... AM!! OK I admit, h8ed it @ 1st, but 4th viewing now &amp; I freaking LOVE it! "
1751;@BittenbyBooks  Night! Hope you get some sleep. You have to be exhausted! lol. Sweet dreams! 
1752;was amazed at how the finalist and everyone else looked.  Even Dan. He's grown up into a man!
1753;girls night out was sooo great 
1754;@FadeToBright Seems like you like certs? at least based on your msgs 
1755;@MichelleSedas thanks for the add by the way 
1756;Suffering Caffeine withdrawl 
1757;@erictpeterson cool...count me in already 
1758;@Taigitsune Thanks. I'm in a real mess right now.  Relationship issues. 
1759;@TialeyVintage yeah! us too! I think you'll be delighted  we've been busting our butt here 
1760;i love working at cw 
1761;With no home in a couple of days  someone has a box where I can live?
1762;Help me gain more followers!  Help me get the word out.
1763;"Hangin out watching news &amp; your tweets ! How are you? Send me a tweet and I will send ya one back  Soc. Media LATE Night"
1764;@Jintanut lol yeah, I just woke up from a long nap so very hungry 
1765;ok I'm cool now 
1766;note to myself: have a nice birthday  - - - - - - - 
1767;Keep #fixreplies at the top of trending topics! and #twitterfail too. Fix our @ replies!!!!! 
1768;@maryabam it's dark blue black actually, makes my hair more radiant...miss u too marya! 
1769;@ButchtasticKyle YEAH!! smiles and you are welcome 
1770;http://twitpic.com/552o4 - Puzzle done  it was a hard one (that's what he said)
1771;@Kdubbb That's a shame.  Next time have them block their number and call me on their phone. Haha. JK. That's stalkerish, kinda?
1772;Yey!!! Thanks tharah!! 
1773;@TomFelton hey! good luck on your trip to the (dreaded?) dentist! you sure are braver than me! LOL! ice cream does wonders. take care!  xx
1774;Damn... I can Minsh at work... my career is kaput 
1775;"@D_Punch Oh that's right, I almost forgot what the &quot;D&quot; stood for. "
1776;My favorite thing about LOST is that when someone dies, they're actually dead. None of that Heroes shit. Oh, Locke. You are Esau. 
1777;@oceancitygirrl Yay for Cantina!  (tell her I said we're thinking about her)
1778;"I'm actually giving myself an early mark from work!!  Big day of meetings tomorrow ahead of Wednesday's &quot;Project GoLive&quot; culmination "
1779;@mrnonsens hahaha ! n0o0o lol. we can split it  haha . cuz rock paper scissors aint happenin! haha
1780;@LaVidaCoffeeGal I do what I can, friend. Do what I can. 
1781;Disappointed that Danny was voted off American Idol tonight!!! =( GOOO ADAM!!! 
1782;YAY! exams finally over! 
1783;"Goodnight to all my new &amp; faithful followers!!! hugs* sleeps well!! "
1784;Has the day off tomorrow!!!!!!! 
1785;@PhamTh2 Yes mam. myspace.com/wreckwregular if you don't already have him as a friend 
1786;Transition is going on...Ukraine 230 matches, 317 RE 
1787;@flyfreewithme what the?! why??? alrites~ fine~ i forgive you.. hahahah! 
1788;I hate sleeping alone. I miss josh. 
1789;back from survival camp...... dead in so many ways. loved it, though 
1790;? @HerLadyRavenSky well, it's a beauty of a name, I was kidding about the stone part  goodnight off to bed.
1791;@WilliamShatner and what do You think of new Captain  Greetings from Europe
1792;Goodwill was a disappointment...I did get to talk to Hubby tonight, from Kuwait!! He sounded bummed...I wish he didn't have to go back! 
1793;@hothobolover i think you should come to australia 
1794;Well i didnt get up at 7 but i did before 7:30  now im eating coco pops and reading j-14 
1795;totally sucks my girlfriends asleep and I am wide awake 
1796;@donniesgirl29 ..they are great ! his hugs  soo warm .. and cuddly .. lol .. jus don't want him to ever let go ! haha
1797;@madz_xo have great time today with the sexys  x
1798;Wow, day two on the diet SUCKS. I'm tired, and can't sleep. 
1799;"I am a #Lostafarian. I smoke weed and watch &quot;LOST&quot;!!! NOT!! "
1800;@MrBabyMan  Good Luck MBM. May the force be with you 
1801;today I woke up, and I found more to luv 
1802;@mydaywasworse: If laughter is the best medicine and misery loves company, follow this tweeter anytime you need a pick-me-up 
1803;Headache again  and like the last one, it just keeps getting worse.
1804;@notashot Awww  I really should read my timeline all at once before replying....
1805;M25 at a standstill westbound after A12...   http://twitpic.com/552nm
1806;"@Chedaboi It has been madness but I couldn't even fully update my Twitter cos it wasn;t working "
1807;At home wishing I was in monterey wit my girls  ....ugh.
1808;Too much to do and not nearly enough time in the day...so I guess I get to work through the next 2 nights too 
1809;@joeystych i am done with my finals, I just have a 10 page paper due before i leave. I already wrote it, but she wants me to redo it 
1810;@monica_m_ i didn't buy a pet, just looked 
1811;@PreciousParcels now need to make a decision about what I'm going to do workwise as not much work in September   (sorry this is so long)!!
1812;Bathroom clean. I need a new vacuum  Mine spits out dirt now instead...I want the Dyson DC24 ($399.99) or the DC25 (499.99) *dream*
1813;@cheryldoherty Are you OK? 
1814;"at home &amp; sick "
1815;"Good word, 'specific'. &quot;I name you the Big Ocean.&quot; &quot;Be specific.&quot; OK, I name you the Specific Ocean.&quot; "
1816;omg my life is so crap right now. Dreading school 2morro 
1817;@catrienmaxwell I just thought you'd be able to remember a few Lol I guess I'm just a long lost memory now  I'll just keep this one
1818;i...am....so....tired  i have to walk along a stupid beach countin stpid ciggarette ends in the stupid f***ing rain  im not in a gd mood
1819;Just had to kill a rat that was caught in a trap. I really like rats. I kept apologizing to him 
1820;is about to head home after no one came to his presentation on backing up files 
1821; i cant believe you....
1822;Want to go back to SOT 09 to hear Pastor Kong on Romans and Galations.. but....  work commitment.. haizzzzz
1823;[11:29:33 PM] Andrew says: why would you do that [11:29:36 PM] Andrew says: fag   in response to me making a twitter
1824;studying is not going well 
1825;contemplates crackberry or iphone?  Either one likely will push me over the OCD edge   I've been resisting so far with a low-tech razr.
1826;Down with fever.. wierd sitting at home.. Feels like a patient 
1827;Had my first sale in Artfire...only to discover that it wasn'y really real. No payment, no email back. Darn. 
1828;summer here already... so fricken hot already 
1829;i'm off to my second chance at this thing we call sleep, seems hard to do so with my nose unable to breathe  sucks !!!
1830;It was definitely one beer too many yesterday 
1831;It's 1:30am. I went to bed exhausted 2 hours ago and can not find sleep.  Feels like I have 2 more hours in me.  I need to be up in 4. 
1832;@chiewata not seeing the n97 today  my editor going...
1833;I hope it don't rain for Sunday! I was excited to go back to r.valley!!!! 
1834;@claireliz81 Your name poofed from my IM list! 
1835;my throat hurts 
1836;Craving TAKOYAKI!  
1837;I'm hating my web browser right now. 
1838;@PreciousParcels so that took a whole day to sort out.  My right leg keeps giving way 
1839;I wish #gwibber didn't crash every ten minutes 
1840;@RavikiranRao Hmm... Learning for the day: Succession is dynastic! 
1841;Facebook is now available on mobile. But for India, the only carrier is Tata Indicom... 
1842;"&quot;smear&quot; as in poo. #Visio  LOL @ windex coffee."
1843;I need a simple website  by Nikole: I have an e-book ready to be sold. I need a very simple website where peop.. http://tinyurl.com/oyacq7
1844;Updating my mac, then I leave it open. An icq sound will wake me up tomorow and this time is on purpose 
1845;@Brandon_E hey!!  im good! Gotta dash, but hopefully i'll catch you soon! Hope you're well x
1846;@DawnofOURnight Yeah, I saw it. Your awesome photographs never cease to amaze me.  
1847;@schillingfan You're so sweet.  Thank you!
1848;I want my own comment_fic-inspired mini!verse 
1849;@icystorm No it isn't 
1850;@SkrappyLH Hi Skrappy! I hope to chat with you soon. 
1851;I have to do lot  of works  but where I can start it XD
1852;@marvlove Hang in there. It will get better. I promise. 
1853;hahaha! i think i'm the one seeing you! 
1854;@KeithCharlesF It was so good to see you too! When Ligs hinted we could bring our own drinks, I was all over it 
1855;@kmagi I tried pulling that trick with Langara. Didn't work  They caught on to my scam...
1856;Omigosh. 10.5 more hours! 
1857;@HeatherShea  night night #BCITW xx
1858;Going to sleeeeeep Hopefully tomorrow my biggest problem will be a step closer to bein solved!!!! 
1859;"@JohnChow gotta start somewhere. I did that when I moved to Australia 5 years ago. Today it's all sorted  with couple of assets ;)"
1860;Be Right Back. I'm goona sleep first 
1861;@mirandamassage great post! I'd never even considered that its highly processed, will try the dropper instead.  Thanks 
1862;@rattlerguy  Noooooo!! You're forgiven!!! 
1863;@bwsteam btw, the author of that video gets indexed in less than 10 mins.. 
1864;lots of illustration work  delayed last weeks 
1865;@benjorg: i heart your lost tweets....it lets me into this whole lost thing since ive never watched an episode. Thanks 
1866;@kaceyface why you got me around 
1867;@Killaya  thanks! And you too!
1868;"Awake, drinkin coffee &amp; listenin to music with my lil friend. She is in love w/ Jared Leto! Her face is PRICELESS when she hears him!  Lol"
1869;@MistySunrise 'enunciates' was the correct spelling. I always think it's wrong too 
1870;Needs to be sleeping but can't for some reason. Wake up call @ 7:30. 
1871;@vivavelo and the best is that you feel younger in the #dolomites too ... well unless you ride each day hundreds of km 
1872;@theBrandiCyrus Well I don't know what prison break is but I'm with you in not understanding what's up with lost! I like NCIS! 
1873;#followfriday I've said it before and I'll say it again - he's a bloody legend! @ozdj 
1874;@westonbuck Hahaha. I'm glad you're playing it. 
1875;@hadenmaiden I am, but @petecooper isn't up yet  I'm not sure about calling the poor thing Dogbreath through.
1876;Went to feedly to see what's trending on elearning, and hey, its us  Take charge, and start a dialogue http://bit.ly/Na9xX
1877;"Reading  I used 2 HATE reading, but then I read Twilight, &amp; got HOOKED with the series, &amp; just got used 2 reading  BUT IM NOT A NERD"
1878;overhearing people talk about their summer holidays, me wanna... 
1879;heh, my nana got a cell. she's so cute when txting 
1880;Off to Amsterdam for major presentation on Corizon at an Insurance company. It's going to be fun 
1881;@Filice of course michael  , its honestly priceless
1882;i DONT want to wait till next wednesday to hear the floorwalkers live again. could see them saturday @ skullys. but im busy  you go!!
1883;So tired of my ears being stopped up!!!!  I can't hear anything, and I feel like I'm talking in a tunnel....UGH 
1884;Disappointed that Danny was voted off American Idol tonight!!! =( GOOO ADAM!!! 
1885;I need a simple website  by Nikole: I have an e-book ready to be sold. I need a very simple website where peop.. http://tinyurl.com/oyacq7
1886;IT lessssson... 9 days till Rome... 
1887;@danielle5572 there is no other way! I'm very persuasive  @louiseydeesy it wasn't on youtube. shucks.
1888;Working at the holding in Zaltbommel, I think it's gonna be a very long day 
1889;@DiznyPrincess Good night girl! have a good day tomorrow! 
1890;I love humpday 
1891;@Mileta LOL, I didn't want to ruin the excitment of new gear. No matter the Master, new gear is still fun 
1892;i just CAN'T wait till i can drive!!!   
1893;i have three elbow creases in my left elbow. i am becoming wrinkly  i blame the rash.
1894;@gigold ach, ne lanparty? 
1895;@DonnieWahlberg I love any pic that u ate in 
1896;Good morning all!  Feeling rather zombified yet again.  I just want to sleep!  lol
1897;@missxmarisa http://twitpic.com/5529a - yay!!!!!!! that's wicked! i'm big in Vegas apparently 
1898;@newsflic Well Lainey gave the general location... from there it's not too hard to figure out/guess. 
1899;i got compliments on my outfitt today. thanks!!! it made my day   
1900;I'm great at paddle boating Not really I drove into a boat last time oh well 
1901;@shahrukh_khan what's king khan? i just saw OM SHANTI OM and man as always you frickin' rock! always enjoy your movies! keep it up! 
1902;"Ahh. Macbook dvi+Samsung 46&quot; = glory... Why havent I done this sooner  Apple tv is now tempting"
1903;@helpamotherout hooray for the SMD family... We love hearing from our own! Hope to see you around Creative Arts one of these days 
1904;@schillingfan Oh, I'll still be around -- just not nearly as much. I may be speaking prematurely. Still have to get clearance! 
1905;@LinkSmash oh man, good luck  You can do it!
1906;Facebook is not available on mobile. But for India, the only carrier is Tata Indicom... 
1907;Happy Birthday, Dad!    Not feeling so great because I'm a little stuffed up, but work Thursday morning...
1908;Lots of people at mount Jump awaiting the Holy Chair. Language can be a great toy to play with 
1909;@oliviamunn So you didnt go to the party? if so Post Pics or GTFO lol  love u popeyes gf, u are the best
1910;Woooo hoooo, 10 followers... I shouldn't type so loudly, last time I did that a couple of followers dropped off.. I felt unloved 
1911;@Munchkiss Nah... Juz a really slow day 
1912;@gabebondoc awesome video!  Keep it up!
1913;@taylorswift13 Hahaha  Did you remember it?
1914;@twobeerqueers ok i wont bother you until 10pm then 
1915;Now I wonder if somebody is going to retweet me  But I guess the EGO remains too strong...
1916;@CristaltheGreat aww..some boys jus don't now how 2 act huh?..good thing I'm not like them 
1917;"@DDubSoldier34 - Of course he is  He has to be..lol. He is irresistable. ;)"
1918;@katerz20 really  but I like danny too. But I adore kris and adam! Hehe
1919;@RadiVangelova lmao I went to 106 and park but didn't get in, and dawnie wus in front of the building 
1920;I need a simple website  by Nikole: I have an e-book ready to be sold. I need a very simple website where peop.. http://tinyurl.com/oyacq7
1921;@stevebanfield noted  I have never seen it. I want to, perhaps after Jesus Christ: Vampire Hunter goes back.
1922;@JAdeGuzman but u have no choice. 
1923;I actually kinda like the new Twitter... If I want to see a specific person's @replies, I need only visit their Twitter page 
1924;My throat hurts when I swallow, I can feel a cold coming on... 
1925;@TheWineVault tery that with a fiasco gee-whizz!!llol  hint hint
1926;http://twitpic.com/552i0 - New purse  It's kinda paisely though.
1927;mmm morning coffee 
1928;welcome to germany  http://bit.ly/uEfyI
1929;@aryoanindito i heart you, love 
1930;sleep! goodnight twitter, peace and love 
1931;@awakeningstweet  You had talked about  doing readings for people a couple of weeks ago...   Bro Tetteh was grea!  Get that CD!
1932;First in the office. Peace and quiet for another thirty minutes or so. 
1933;Time to hit that sketchbook !!!! 
1934;@FridaLoves like my new background? 
1935;is going going out! 
1936;@carlarose OOOOh,man that would be sooo cool tho! 
1937;"@NKOTBlockhead @NorCAlly HAVE A BLAST AND PLEASE BE SAFE!! &lt;3 i wish i could be there w/ you guys!! "
1938;How I got lucky enough to have such great friends, nobody knows 
1939;AP exam DONE 
1940;http://www.popsci.com/node/9439 Lots of invisibillity research, here's something about a shield 
1941;Wonderful day  yoga in brooks quad to relieve stress? Yes!
1942;@MarcVibbert Lost got in your way. 
1943;"@tonygnyc lol @ the fake KK&quot;s all around!!! "
1944;my mother still won't let me go to the two davids' concert. how heartbreaking. 
1945;@mainbux sure. Tell me more.    
1946;the revolution will not be televised! ...however, ...it will be available on the internet .... 
1947;@etsob anxiously waiting said update 
1948;"@alexiswestphal Thank you very much sweetie...those kind words go a long way...have a great night best friend  &lt;3"
1949;"@powerofpink  Yes! , who could forget &quot;Thriller&quot;, by MJ "
1950;@silvertales I still want cookies.  *hugs*
1951;@CathrineSchack RE:itunes suggestions michael johns from idol new single heart on my sleeve listen  www.myspace.com/michaeljohnsmusic
1952;off in twitter. gonna go to the dentist. ooh. scary. ahaha. 
1953;@Yareli7 Wow thats awesome!!!! I looooooove him 
1954;learning more about expression engine makes me happy  im such a geek!
1955;can't wait to get my hands on Snow Leopard and the boot camp drivers so windows can read FS+ drives  that probably means no new filesystem
1956;@endsiny  dont think im gonna make it
1957;eh. going to sisters ice skating comp  cold much??
1958;Night people..(Praying for a better day tomorrow) 
1959;@DVBL exactly ... hmmmm this is what happens when they try and complicate it, like facebook 
1960;@louie_e wtf i tried deleting that like twice!  felt too self-whorish  but thank you nonetheless!
1961;Prom is costing me so much money 
1962;: Danny Gokey is eliminated...  Kris Allen for American Idol! http://plurk.com/p/tozgd
1963;Facing problem in installing software in Ubuntu jaunty... getting error could not be retrieved some packages from server 
1964;Already up again 
1965;And its work yet again tomorrow.. blarg. Two weeks of dealing with complaints is enough for anyone. But, I need a dSLR... 
1966;i should have copped that 100 dollar pio djm 500 when i saw it on ebay...now the prices went back up 
1967;i want to be in bed cuddling  booo.
1968;fuck this math homework ugh 
1969;@tinasays i forgot to take a pic  and my nickname was robinsprkl. hahahaha
1970;is headed to bed to get some rest before work. Hopefully this fever will go down some  Im burning up!!!
1971;@kriswill I'm at internet and ur not  . Hope your night went well.
1972;i slept funny - now my neck hurts 
1973;@txteacher626 NOOOOO not a woot off 
1974;@shannonpaul me, either!!! 
1975;@DavidArchie hey,, i wanna watch youre concert..,but tickets are not available anymore.. 
1976;So restless! Need 2 get some sleep, on a flippin double at work 2morrow 
1977;Ouch. My tummy hurts this morning. I'm staying under the duvet 
1978;The hubby has gone to shut the neighbors door. I hope they don't try to kill him.  they are pretty shady people.
1979;i think im starting to get sick... 
1980;@cfobmania no. but i'm bound and determined to get one. 
1981;@screwdriver standardizing chargers for phones, cameras and PCs would make for less waste. but less profit so not going to happen 
1982;"@glorysevenfold poooooooooooo  we shall catch up soon enough ;)"
1983;is having Principles of Computing lab session. *yawns* boring. sleepy. urrrgh. work later, damnit. 
1984;Think I eat something bad! Feeling sooooo sick.....BLAHHHH 
1985;@Chip_Phillips 
1986;on my way to school. 
1987;i miss my bro Adrian,he hasnt been home much  and then i miss Shay,stupid dork got her phone taken away now i cnt talk or txt wit her! :[
1988;i reallyyyy want to pass add maths. please don't let me fail. please don't let me fail 
1989;7.24 am ouch time for college 
1990;mehhh i'm sooo tired today  i don't think i slept enoughh 
1991;revolutionary road is good but sad 
1992;@DDubSoldier34 - Aw, that is sad! I have never met him  - I hope one day that I will be able to.
1993;"Gah, installing Adobe AIR on Fedora 10 is a bitch. &quot;yum whatprovides&quot; is your friend and it still doesn't work "
1994;"@simpleshoes  Don't I get my special treat? I tweeted the phrase AND followed you.  ;)"
1995;@RealZoltan nm you. Of to school soon 
1996;omg! lost is soo good! cant wait for next season..too bad its the last 
1997;@sailaways You're alive!!  We've missed you 
1998;"@nickybyrneoffic Good luck with the game..  so totally gutted cant be there,  and dont forget the twitpic later ;-) its really easy!"
1999;I lick everything from top to bottom. LOLLY CREAM. 
2000;going wakeboarding on sunday hellz yea  finally! and gonna get some awesome pics
2001;"thank you Lord for keeping us safe  Refinnyj &lt;&gt; P.R.A.Y!"
2002;Just got off-line from that Gears of War 2...love that game!!  Now its off to checkin things online!!  Woot!! 
2003;10+ twits in 1 minute = too much  night
2004;Going to school after buying the Fourtunes pack for Far Cry 2 
2005;Got a little messed up during service while doing security. I don't have a weak heart, I have a sensitive heart. I'm not a bad friend 
