Column1;Column6
0;guess i will get dressed to go do payroll  BLAHHH BLAHH BLAHH
0;havent been tweeting today  worked 9am to 11:30pm.... yeah oh what a wonderful world!
4;It seems that today is a big day for @gplouf ... vas-y jette toi à l'eau 
4;@janosizoltan au boulot of course 
4;@TipsAndTricksHQ Hey Amin. I finally decided to check out twitter 
4;i feel better now 
4;"just ate breakfast with holly. last night was fun; riding horses, canoeing in the dark, and wrangling goats. "
4;Omg, i feel like such shit today. I don't feel like doing anything but i have to drag myself to wade's games. Make him happy 
0;@wilborne Nope, they are the same age that they were when I was one of them.  I think that could be the problem though.   I feel old.
0;@cmykdorothy I'm partial to this one. @NikkiMK has banned me from ThinkGeek though.    http://twurl.nl/bwef8e
4;@johsw I knew you would have to admit that sooner or later 
4;So pretty  up here...  http://twitpic.com/6a6ly
0;Was anyone else's browser chosen to be tested with m.Yahoo? If so HOW DO YOU CHANGE IT BACK? 
4;"@glitterandtwang Okay! We'll call it &quot;People who should've started a real life club and not an internet club&quot; "
4;@meganbarry I know you do.  Thank you.  
0;@colinmeloy  that totally sucks
0;It's way too beautiful outside to be stuck in an office. 
0;Ed McMahon?!  Sad hiyooooooooooo... 
0;@glitterandtwang i know how you feel. 
0;I think I'm becoming friends with someone I don't really want to be friends with.  I hate it when this happens... 
0;I didn't get paid as much as I thought I would...  Forgot I missed two days of work, not just one. These next two weeks are gonna be lean.
0;@alesspetic now that's not fair!!! the only chance to get the fair that close and we're not there but freezing our asses off in SF  Enjoy!
0;god damn it...Pandora started to do full sound commercials 
4;Plus it will be cool to see Paramore live. I gotta represent for my Tennessee bands! That's where I grew up. 
4;@festivalpreview Yeah, its one HELL of a Song this Gives you hell. 
0;@iterviator  are you still mad at me?
4;@papermasks awesome vids - totally smiling again!!!!! Wow. I'm manic or something. 
4;@nicoleok sometimes the simple things in life give us the most pleasure 
4;@alyxandrawr okay hehe. just know i loves you tho  ?
0;@KeelyNoel Why didn't I know about this   I am in Round Rock
0;Is the saddest zornes ever thanks to the magic ( :  ( :  ( :  ( :  ( :  (  :  ( :  ( :  ( :  ( :  ( :  ( :  ( :  ( :  ( :  ( :  ( :   ...
4;? ?????? ???????? ????? ???????? ?????? ?? ???????????? deadline? 
4;@obrizan ??????, ? ???? ????? MS Office 2007. ? ?? ????? ????????? ?? OO 
4;Google Wave seems to be a really interesting and usefull product. But I'm still waiting for Google Drive, damn it!  #google
4;@quantizer ????? ???????? - ???????? ?????????????? ??? ????????????, ?? ???? ???? ????? ?? ???????? ????? ?????. Thanks 
0;On the train to LAX! Bye cali, I'll miss you v much 
4;"&quot;Those look tiny breast implants...except they're yellow!!&quot; Matt watching Iron Chef "
4;"Going to Chicago for post-op. Going to try and talk my mom into finding A&amp;K again "
4;Bad ass raiden from MGS4 is the lead. I wonder if they'll give out achievements for watching codecs? Not that i care about achievements 
4;@lesliewinkle  I love you  from mexico
0;@Jessicashand it truly has  hope it's doing better!
4;Eating cake - again!  Mmmmm...
0;@loislikesyou me too 
0;@eggboxrobin Ah no, found out it's number of followers  I am lacking somewhat
0;@piginthepoke Damn I want one 
0;Really should go to the gym.... I haven't been since Monday(!).... Ought to do some revision too 
0;@harriyott OI! Let me be a Saddo  
4;listening to music 
4;Happy Mothers Day 
0;Just saw my country is still banned on paypal  That sucks bad..
4;@andrewbadera you are ahead of curve  very good now do something that nobody expects from you.. even you from yourself
0;@GrayWhisper  She cried for hours as soon as I laid down to try to go to sleep. I felt horrible AND couldn't sleep. *sigh*
4;eating sushi 
4;thinking to let the right one in 
0;@mwikkid that was supposed to be private, jerkface 
4;@LeaL714 ahah that's so cool!  hope you have fun!
4;@lyssaa ooh. And it's so awesome you got to hold a newborn! 
4;"Going to school musical 2day! once today&amp;tomoros over with, it's kickback time!  ps I'm pretty damn sleepy. Its hard to keep eyes open!"
4;Wow that was fun  @jaykpurdy which mall are you guys gonna be at?GLENDALE GALLERIA!!! 
4;"Headin to my fav spot, Glendale galleria&amp;americana! Gonna go dress shopping! It's a beautiful day in LA "
0;On the bus to the grove. Not for musso concert though...  I wish the luau was next Friday instead.
0;@LeaL714 they left a few mins ago. 
0;@lyssaa noo! Lolol. Be tweetes that cause he's going to see the hangover with jayk and he said whatchu know bout that?! 
0;Hmm what's going on at west Covina on Saturday? Please someone fill mr in! I missed the vfc chat 
4;@tehskinz i love you more  and i am fine realy i know you dont belive it but still. love you xxx
0;opps i slept in  have to miss gymnastics now
0;@tehskinz right so you say  I dint mment to upset you btw
0;@dinosnail morning  its no fun i love gymnastics
4;Crap! Running late to school for press conference! Shoulda slept earlier like @DinoKington! Good morning Monday 
0;But shiieet. Gotta wake up at 4 in the morning Wednesday!! Layover in houstons gonna suckk. 
0;@mmtinachu tina! are you ok?  DM me about it! is there anything i can do to cheer you up? :[
4;I dont even know the last time I was this tired... getting up at 6:30 again. Not sure I'll get used to this part. Loving things so far 
4;3 hours off this morning. Shower and internet and maybe a nap 
4;dinner done. boys doing the dishes and getting settled into the house! Newport is beautiful 
4;@amysinglelady aii me too  hangover..?
4;"Another sunny day  I'm in for the beach with some Jillzz &amp; a hookah. Whatcha think @marHot ?"
4;@marhot http://twitpic.com/6iq9o - hey! daz me 
4;@marHot yeahh let's get it poppin @ the diamondplace  Hookah, hookah, Jillz, Jillz!!
4;"Wow. Such a hot day. Literally &amp; Figuratively! Gotta love Rotterdam(s inhabitants). &amp; the Music at the Dunya Festival of course.. "
4;@thomasfiss haha you can use myy umbrella 
0;@jeremythruber thats been happening to me too! i was sick on the last day of 8th grade 
0;twitter wont let me upload a pic 
4;@Calumfan1 oh how i love this video. ty for posting it again bb 
4;HAPPY MOTHER'S DAY to all of the wonderful women out there.  Have a great and relaxful day.  
4;@MyCheMicALmuse But u still said it.....heh heh 
4;@Crazycunt lmao! its too bad im not there otherwise id help u out with her 
4;@TrishToxin Well I guess  yer gonna hafta start driving 2 so u can die while tweeting w/ the rest of us  Wouldnt want u 2 b left out
4;@Crazycunt Cuz that commercial made you bawl 
4;@joedubz Sounds like you need to change that then  Thats what I had to do.
4;"@freakymasochist &quot;I thought it was a chicken, I thought it was a duck, but it was a red-neck fuck!&quot; - ICP lyric "
4;@mandiiurie Thanks for the good talk, I enjoyed it very much  Take care and ill ttyl!
4;@Crazycunt Y thank you  Ive been told as much. Too bad u didn't work earlier I wouldve come down and said hi.
0;Headin to a wake, no fun  at least ill see friends there.
0;No dentist for me today. Gotta wait another 2 weeks 
0;@Crazycunt Im sorry, if I had come over I could drive u home  Is Erica still there or is it just u?
0;So far the night has NOT been worth leaving the party and my friends for 
4;@tomlazar And what about @derPranger then? 
4;@chrismcdonough LOL! Our kitchen recipe stock is still contained in old-fashioned books, can't digitize their character. 
4;@clearwind It's been there for 5 years now  http://bit.ly/YAXcz
4;@imogenheap Please, pretty please with a cherry on top!  I'll make sure I've got ustream working then too..
0;bugger, ustream.tv isn't working for me  Just get a black square...
0;@neilhimself Last.fm radio costs money outside of the US and UK  Lucky for me I still have got free trial tracks to spend..
0;ustream.tv streams, be they live or recorded, don't work in FF, Safari or Opera. Must be Flash 10 that's borken. 
0;@valonthecoast i was workin 
0;trying to work out how to use this!! 
0;is bored in work!! 
4;watching finale of celebrity apprentice and there r two raccoons the size of texas. now 2 stray cats 
0;just saw a free whopper receipt in the trash. I didn't pick it up 
4;"am home and tired from shift @ hospital however it was an exciting day! was in scrubs &amp; in theatre   oh my poor aching feet!!"
4;argh, im so full of scrambled eggs and toast, agenda today: lectures and bbq later, cant wait 
4;@NathanFillion weather is lovely this weekend here in scotland, you should come over  today it was hot hot hot!
0;just woke up from a nap... Diversity won! yeah! gonna hunt for vids on yt  on a sadder note, im very congested this morning 
0;i cant seem to find my mobile phone though, i might have lost it on a beach somewhere, oh noes 
4;watching Juno, great movie so far 
4;@Drugmoth do you ever sleep? I always see you tweeting when I am, and I live in Europe, completely different timezone 
0;So bored!!!! Don't know what to do???!!! 
0;@stormcloude oh, poor Chase, poor you! 
0;Oh no! An Air France flight has gone missing over the Atlantic  http://www.msnbc.msn.com/id/31040692/
0;HOMEWORK how unfun 
4;"Pumped to meet you guys in Boston!  Shouts to Valarie, Andrew, Tim, Natalie, Lisa, Bob, Michelle, Julianne, Gwen, &amp; more for the help "
0;so sad that last night was my final Theta soccer game 
0;@humancell Yea, I know...well at least the LRO will go up, but I'll miss that launch 
4;@jjmitch Nice...  well since trying since last night I finally got the HD to show up in Disk Utilities... i'm not stopping 
4;Just got my Kid Rock tix in the mail 
4;@Ices24 oh and how do i put my Twitter on my blog?  heeeehe! my twitter tutor. hahaha
0;@jamielomas heyy j, how are you? hollyoaks will be crap without you and chris 
0;Trying not to freak out after upgrading Studiometry (time-tracking/invoicing program) and all my data is missing. 
4;@meli_beli I know! those were the good old days! .. we should all have a spoons reunion! haha 
0;not graduating with the besties just added to the depression of an already bad day 
0;Yeah, two cancelations on the same day... 
0;Is anyone even listening to me? Hello? Anybody? Are my 44 followers ignoring me like every1 else! I thought you people would be different 
0;No iphone today  The phone gods did not favor me but no need to worry it will be mine...sooner or later.
0;@kevfbrown no free style.   
4;@DonnieWahlberg Can't wait for you guys to wock my socks off on Friday! i'll be there with my pink homemade DDub Soldier Hat and Shirt! 
0;@DonnieWahlberg Haha so true! I had my camera all ready! But No DDub  hehe Its ok I know Boston is way too crazy! We luv ya 2 much! twugs
0;Sox-Cubs rained out.  in Chicago, IL http://loopt.us/bBOAlw.t
4;klutzy groceries 
4;@aka55 arthur my luv!!! hi!  miss you.
0;I'm being accused of being a cranky bastid. Crap. I thought I was past the pms for the month!  I would feel bad but I'm too cranky.
0;Aaaand I just got molested by a junkie. Why do total strangers feel the need to touch my tattoo?! 
4;@Broken_Vibes Yes glue...no one will notice then. Genius! 
0;@ellyaway I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.
4;@oliviamunn your random spoilers of really old movies is epic funny LOL do one for diehard, they all end the same 
4;@alisonhaislip I might go see that tomorrow thanks for the good heads UP lol fiesta road trip was cool, smokin hot in short shorts 
4;@oliviamunn I'll give you 2 pies for the logins to bing. 
4;@th0mi tea! better kick, less stank-breath 
4;I really want me some iHop breakfast. Sounds delish. 
4;Ewww, why would bitches kiss each other at the bar to get drinks. I get drinks and I don't have to kiss 
0;I wish I had a big dumb ass 
0;Here it comes again 
0; My sister got a lunch date and I don't
4;@mittense It's like Mario Kart for grown-ups  
0;The Dragon Age press presentation focused on getting laid?  First it's Manson music, then this.  Have you lost your mind Bioware?  
0;@johnhead I feel old  
0;@CarrieP A failure I am reminded of constantly  
0;http://twitpic.com/7wp4y - Andrew already fell asleep on our road trip 
4;@TittySalad hey sugar how are you me miss you 
4;@TittySalad whos nikki lol we know that govt name AIYE lol i didnt have a bad day i actually had a good day i should tell you 
4;@TittySalad hold up *gives you something 2 wash your mouth out wit   im sorry i pay enuff child support so BRING IT
4;if i did porno i think i would do pretty good  maybe im 2 gentle tho
4;"@TittySalad *waits 4 you 2 go 2 sleep* grabs blowtorch* glue&amp;staple gun and ties your tubes YEA BITCH MAKE ANOTHER 1 "
4;hope today will be my last day at work 
4;got a interview today  im loving havin days off
4;@TittySalad wow so you having a charles hamilton NO SHOTS FIRED 
0;@RuuBabie and the rain aint helping one bit  i think im meltin
0;@Shesouldeep lol i know what we gonna do  whats for lunch
0;@TittySalad wtf i rather be named yo gabba gabba that shit is str8 wack.  im goin back 2 my old name SWEET DICK WILLIE (pause)
0;@H4ZEL yea thats some bugged out shit 
0;@PlayMyShhh when did yall have GOODZ on PMS.  what are you making me 
0;@BkBap no she growls idk why sometimes she does i call her terror also, and she beats on me ALL DAY LONG shes only 2  save me
0;what a fucked up night THANKS DESI 
0;man today is gonna be a crazy day  im beyond tired
0;@NishaJayy not cool  *2 points for you*  lucky you im gonna be starting my new job tomorrow i hope i dont gotta do alot of shit
4;Everybody wish ur mom a great day. Appreciate everything any mom has done for you. Its her day 
4;Just made pancakes and scrambled eggs. Me and ryans breakfast.. in the middle of the day.. 
0;@dailycomplainer    I'm sorry... if I didn't have to pay 450 for rent I would be going lameeeeee
0;Just got to work. I feel really really sleepy today.. 
0;I had a dream I went to london... oh... london.... 
0;On the way home alone  miss sleeping with my nello
0;don't eat sugary cookies before swim practice. 
0;I just got up and im home alone again  my sis is at camp but i get to go next week!! Yay
0;Just got up and getting ready to go to a doctors appointment  i really hate doctor appointments!!
0;Happy Fathers Day everyone from 1:52 A.M.! I can't sleep like always 
0;"Wishing I could download my new expansion for Fallout 3! But &quot;they&quot; are watching the basketball game "
0;I hate youtube commenting! 
0;Its June 6th 2009, my birthday. Its 2:14 A.M. and I can't even sleep on my own birthday 
0;failed methods 
0;@dbena001 miss you more sharmoota!!!!! 
4;Happy Mother's Day to all mothers including my own mom! 
0;Damn. The dialogue between Stewie and Eminem wasn't captioned! 
0;Chillin' in Charlotte airport. Flight to Chicago grounded. If it does not take off by 12:30 I won't make my connecting flight home 
4;@dustindeckard Yarp.  Since I've just been going by what the internet says, it's been a bumpy ride.  But I think we're finally there 
4;@escape_sunrise linky linky brought the smile to my face  ..but he needs to not get too chummy with her.  Run, Alex, ruuuunn!
4;In the zone, love, views, fruit punch, hugs, bar dogs... and poking midgets? Wha?? Full circle   Run, Z, ruunnnnnnn!!!
0;laptop battery dying... sadness imminent 
0;@tewer Sorry to hear that 
0;@OfficialMBallas 
0;@the_leedog me either   ps that pic of you and the puppy is sooo cute!
4;@CJtheWriter maybe we will make a girls afternoon tea sometime , ok , I would like that. LUvthetea, or coffee or pepsi cola  Nightgirl
4;@billpalmer lol, I will just wait and explain later , give you something sweet to think about for now ,  HAve a Luvly night , cynth
4;@CJtheWriter me too, now we are going to get more excersise people following us lol 
4;@DonnieWahlberg YOu know it , that is what it is all about so dont forget it  LUVbabyLUV
4;so I block all those p things dont want to spell it but it rhymes with corn , and now i am bombarded.  I am a good girl  LUVbabyLUV
0;can't seem to reply on twitter. the little arrow won't show up next to the messages. 
0;leaving miami...n plane now V and I are not sitting together 
0;@MissJoJoSmith snap 
4;@valium_ sweeeet  unread comics are always an ever-increasing pile :p never count 'em in numbers 
4;@valium_ it's going to be open all-day-long! 
0;@spdd ? ???, they suck big time! 
4;@DramaMagazine I can't wait to see the photos of Tom Felton! I think you should release some preview shots  Please? x
4;French open 
0;Hopefully I don't have to get up at 2am to find a mouse under my bed this morning... NOT fun times 
4;@FUCKCITY happy birthday 
4;is watching Hannah Montana 
4;Cathylo-fran! I'm glad i can vent out to you about this. Thanks for being here for me bestfriend 
4;setting up for dj paul webster + guests this saturday 16th. bangin night 
4;@thestolenolive Ya know, we have a 24-hr Walgreen's and a 24-hr HEB pharmacy, it's just about knowing the brand to trust.  
4;@Levrone2000 thx Kevin. I used your plan againl. I think my shoulders getting bigger n' bigger 
0;@lollipoplady yep, his best friend has just come out and we are supposed to go on holiday next saturday! 
0;@prerecorded $110?  Blergh. 
0;okay... maybe i'm not making a treasury... i think i've lost my touch... 
4;only just over a week before we visit chipshopawards  wonder if we'll get any chips or vinegar  meantime looking for design inspiration
4;"aww.. im so bored :s.. why i dont have so much followers ??&quot; i hope ill get 1'000,000 someday "
0;Thanks for making me poor for the time being Huck Gee  http://twitpic.com/7r23k
4;in business (N). 5 DAYS !  till summmer !
4;@mishacollins Voted 
0;New shoes = feet killing me. And still 2 1/4 hours to go 
0;Just got an E-Mail and it sounds like two of my favorite guests have split up  They appeared to be so happy...
4;@rosie_hemingway usually ginger and wearing Rockforts 
0;I think im going to get into Big Brother this year 
0;Time for bed  work tomorrow up Brum. G'night tweeps!
0;I regret to inform you that im watching Big Brother on Catch-up  #fail
0;@urbanfly im trying to play this #spymaster but i dont have any money to start with 
0;Just got in after spending 9-7 working, mostly in a dark room... 
4;Going to Milan this weekend. cool 
4;Just finished dinner at a nice restaurant along Tanjong Pagar Road. Good food, reasonable price. It's worth it! 
4;@angelaaa92 figured out postsecret! just gotta use www.americanproxy.org 
4;my tooth is hurting a lot lot lot =( bottle of Jack Daniels would help 
4;@jetpacks YAY! I can't wait to read it. 
0;@TheBeanCast I'm always up for games, even preschool ones... but no iPhone. 
0;miss you 
4;I've only recently realized that he takes after his Mom very much. aww, I like this fact. dunno. it's somehow a cute thing... 
4;"have a new fave song: Lady GaGa feat. Akon &amp; Kardinal Offishall - Just Dance   makes me hit the repeat button LOL it's totally awesome! "
0;Five - Rock The Party. it's such a heartache that they didn't come back after all  I just hope those few new songs will b released sumtime
4;@TweetaRican as good as I can be trapped in the land of the lost otherwise known as tx lol..... Can't wait to get back to cali! 
4;@kalllen I'm aiight!  what the hell have you been up to missy?!! How was your bday did you get my message? Hella late lol..... Sorry
4;@TweetaRican hey mama how was the vacay? 
0;@eblais09 my love what r u doing??!! Hurry up and come home 
4;I love having fun!!! Crashing on the couch afterwards is fun too 
4;@jeremysimmons I'm excited for!! Lol Sorry about that  A masquerade should be fantastic!
0;@xxlucyappxx maybe they think we are not intelligent life. looking at some of the things us humans do ,can you blame them 
4;I wanna  go out! 
4;@onlyseeyou yo tengo el link de donde puedes ver el Chat!  completoo
4;"Movie: Kicking &amp; screaming (~), aww with Josh Hurcherson?! "
0;Doesnt have any friends.... 
0;Uh oh - just rec'd a msg confirming a vet appt tomorrow for me and Cali.  
4;@nicohilton Id like to go to the party!! tomorrow but I have to go to college,  enjoy much!!!!  with @laurenconrad!!!!
0;@aion_ayase No giveaways for spanish websites??  I know we are not Germany, but.... xD
4;whoa whoa whoa listening to Miyavi's new song SuperHero for about the 9th time today! -swoons- that's one amazing Japanese boy 
4;"whoa whao whoa! Miyavi's new song SuperHero -swoons- &lt;3 that's one amazing Japanese boy "
0;WTF I miss my beard 
4;Last scandinavian blip for me today?need to go out and get some sun  Have a nice day everyone. ? http://blip.fm/~4kw85
4;Don't know much about latin or greek  ? http://blip.fm/~7fosl
4;Classic rock 1  Used to love this song so much? ? http://blip.fm/~3x9l5
4;@tweekybusch still the best of the best of the best  ? http://blip.fm/~7famg
0;"&quot;Blip.fm is undergoing maintenance.&quot; sorry, no music tweets for now. I'm shaking already "
0;I heard he stopped singing.  It's a shame? ? http://blip.fm/~3xath
0;@theHelenator Shoot! that sucks donkey balls  i lost a couple of good T's to the evil washing machinator myself.
4;Had a great time with mpix shootout, just great  thanks mpix...
0;i can't write my own stuff  also what are interviews like?
0;handed in 2 out of 4 essays. still haven't done any work today tho 
4;@CheshireGrimace Lol. Aww. Okay, it's totally Britney Spears. 
4;I love when people fight on my block. 
4;Leggings as pants.  deal with it.
4;It totally just hit me that i met The Cab. 
4;@arcanefeature Wheeee!! I got chocolate chocolat chip!  and choclate pretzels. And guess who i saw. Cuz my mom dragged me out.
4;@arcanefeature I knows. My timer is on. 
0;@CheshireGrimace Idk. Cuz my parents are still not home. 
0;There are way too many chocolate chips in this ice cream. 
0;@CheshireGrimace Lol. There's nothing to eat here...  looks like i'm dying.
0;Just finished Posing In A Ballroom. Fan-fucking-tastic!! But, whaat am i gonna read now? 
4;@ravisse ou thanks 
0;twittering is just like talking to myself. you're all a bunch of boring fools who never talk to me 
0;its cold  hug me
0;omgg I forgot to tweeet last night. that woulda been funny 
0;"&quot;Juggling is the hardest, most impressive way to get people to not like you.&quot; great &gt;_&lt; explains everything doesnt it! i love juggling.. "
0;eating cold dinner 
0;"couldn't get any &quot;low temperature lamp oil&quot; or &quot;parrafin&quot; at anaconda "
0;@jordan0rly LOL no it wasn't me  but I was tempted to go by today actually!
0;i dont remember my password for flickr or my yahoo id. 
0;Back from Miami 
4;@fakedemilovato I bet @JOEsus does. 
4;@yLalu dont be jouvenile! xD of course those are stickers! and i want one. 
4;While twittering. 
4;@yLalu like someone i know.. 
4;will somebody follow me if i say Jay-Z's TEH BOMB?!  *winkwink*
4;@yLalu no. but's that`s one way of making me them to.  JOIN ME.
4;@yLalu Yeah, it`d be wickeeed. Though I wish it wasn`t JUST plain old paint. I want to fall too. 
0;@happymeals I have no idea.  ask @ohemgeematt
0;mouse is gayy. 
0;@technotetris yeaaaah.  but ohwell, it`s better than no tweets after 3 minutes. xD
0;7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.
0;Poor 228 people.  Air France MUST be okay.
0;@yLalu sorry, but it was an epic fail. 
0;extremely sad. 
0;http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.
4;@terrylbanta one of my top 10 love movies. good choice. again, we are twinzzz 
4;has cold toes and milk bottles 
0;" It's a blessing and a curse. And as much as I love it, I hate it &lt;3 Ugh I need to stop thinking about things and people."
0;Totally regrets watching The Haunting in Connecticut. 
4;@thesounds after the euro tour, and the no doubt tour, will you guys be doing your own north american tour? canadian dates? 
4;gonna go sleep, alfred's gonna see my ugly side later on todayy. (: hopefully he'll still love me. 
0;Damn it i need to quit going to bed late at night on the weekends, i cant sleep... 
0;My heart won't let me sleep... Been up all night. 
0;Drunk and stoned, but still can't sleep. Something must be wrong with me... 
4;is watching something strage on her TV whilst waiting for Aisling to eat her tea 
4;@jordynnnbee okay!  showertime. hahah. oh, what are you gonna wear, btw?
4;With Anthony and Brandon. 
4;Fun night. Little miss sunshine nao. 
4;@mmitchelldaviss do you know what word is exactly in the middle of your name? Hell. What's that supposed to mean? 
0;@yelyahwilliams i want tickets to fridays show. 
4;driving lesson today woooo 
0;has to go back to sixth form today 
4;had the bessst day 
0;feeling even worse today 
0;i neeeed to see you 
0;cant go  out anymore  FML 
0;Oh, and by the way, Annette's party was good. Caleb is probably going camping with us. But Jezebel (my dog) is dying 
0;@caitlincupcakee Did I annoy you too much, so you stopped following me  I'm sorry.
0;No Scoobz tonight   
4;@DarkZeph dan just bought that too 
4;@the_lyn we'll have to find each other at TVOTR and tweet incessantly. 
0;This weather can suck it. I was gonna ride my bike to work tomorrow FOR REAL so I could get off work early.   #nocar
0;@LoveRen sounds awesome! I don't have my car 
0;It's not the SH.. I can't connect on my blackberry either.  #googlewtf @futuristicplans @3ba
0;"@MrsKellyBelly I haven't paid it off.  I just cut it up so my husband would quit &quot;accidentally&quot; using it!!!!!...!!"
0;and if my entire body being burned and having a sniffly nose weren't enough, my Twitter avatar is missing. 
0;I'm trying to work on my last assignment of the year, but I just can't get that spark. All I want to do is lay in the grass and read. 
4;omfg. My phone crashed. FML. Seriously. 
4;@DreC_Griffin One of the best. hehe. 
4;@SeanNeptune I may come up with something better, just a bit. 
4;http://twitpic.com/5dgyj - Bruise on day 8. Look how pretty the colors are! 
4;@leethalweapon aawww, thank you! that's very sweet 
0;@DreC_Griffin I know  I was yelling like a banshee. You can't shoot em with a rifle in the neighborhood but you can use a bow and arrow.
0;Went to the bathhouse and realized I am majorly sunburned!! This blows!! No wonder I hurt everywhere!! 
4;Video: Best video ever? ?I think yes.  http://tumblr.com/xat1vn0mi
0;Bleh. Tired. Work tomorrow 
0;my horoscopes are always so scarily accurate. everything in it pretty much happened today.. why didn't i read it before. 
4;AFYCSO listening hour. Need patd love.  the moon's pretty tonight.
0;goodbye love scene like atmosphere. Only worse 
0;danny gokey was my bet 
0;didnt get to meet david cook but got a glimpse of him coming out of guess. SEMI-WIN. But i wanna meet him 
0;yay tomarrow he gets ungrounded bby ilu than camp next monday i wanna leave  david ilusm
4;Mothers are so annoying  lol.
0;@andrewrabon : But they cost money... 
4;@morganwaldron I was thinking the same thing 
4;is sooo bored. waiting to see if people will come over! 
4;Chillin at taco bell with my buhd then Spending the nite at summer's 
4;Hahahahha. Going to watch Hannah Montana movie with @tynzboompow now!!! 
0;@sherylpz  I'm flooding you right.
0;@sherylpz I think it's the really sucky weather. 
0;I don't think I'll be training anytime soon.  *SNIFFLES*
0;@sweatolisten YES. I agree. winataaaa~ 
0;@TynzBoomPow WHUT?! U r free? The whole day!! What happened to the Projectttt.  THEN I'M FREE TOO.
0;@ingridmusic 62 Farhenheit and CLOUDY. I'm sorry 
4;FinAlly home from work. God damn im fucking tired. Wht u peeps up to? 
0;@LexxyK go swimming. Its about 100 degrees here in tx 
0;@LexxyK I would. Lol. I love to cook. But you live so far...   lmao!!!
0;Seriously, time for a nap.... 
0;On my lunch break, came home to get food and wishj i didnt have to go back. 
0;Goodnight/morning everyone... 
0;@DjPamdemonium  pool sounds nice but im so sleeepy 
0;@twofourlookin food? 
0;Why is everyone so damn quiet 2day???? FML... 
0;@Kellsieem with whom. IHOP IS OUR PLACE... YOU BITCH  ! jk.
0;I'm finding disappointment is now part of my daily routine, especially when ordering expensive shit online.   
0;is having to steal pictures of her daughter off of facebook. 
0;@justinforrest i hit the car. he turned out in front of me. 
4;I, zombot, do hereby and for evermore declare, that instead of  I shall use ? as my smilemoticon. That is all...
4;@WookiesGirl2 It's just nice to get some every so often. 
4;"@Konstantine I said &quot;scar,&quot; sweetie. "
4;@AnalystAlterEgo Thanks for the kind words.  But, they're unfinished (3 more feet to the corner), and they're cluttered as well.
4;@WookiesGirl2 To the contrary, they do not. 
4;@AnalystAlterEgo Thanks for the kind words.  But, they're unfinished (3 more feet to the corner, and they're cluttered as well.
4;I'm having a day, and not the round yellow kind with a  on it. Mrgh.
0;Look at those seats emptying. Sad night in Portland. 
0;"@KoreanCelt &lt;sigh&gt; No. At work for another hour and 20 min.  I swear as soon as I get there I'm gonna guzzle! (Responsibly.)"
0;is so ready to go home. Hoping tomorrow morning I'll feel like exercising... unlike today morning. 
0;@Wookiesgirl Can't see on iPhone app.  Will check later.
0;@thebookgarden @thebookgarden @nationaltrust I'm afraid the Trekkies have all the glory now. It's like we're back in the early '90s. 
0;@odymon btw I didn't see Superbad. 
0;Corrections: *Odyssey. *Sorry. #drunk tweeting bad idea 
0;@Wookiesgirl Wish I could be there. 
0;"@TrollbaneSana I'll star that &amp; check later on my PC. iPhone won't link. "
0;@Konstantine Dude! And you didn't invite me? 
0;@AnalystAlterEgo Yeah, and Twitter being down and my internet not working makes it less fun. 
0;where has all the time gone? 
4;Glad I trudged through the first 60 pages of Anathem.  Now on pg340...it's been a long time since I wanted to call in sick just to read 
0;totally *hating* my bi-polar stomach 
0;leaving now  off to get my angry teethed pulled....
0;@terrikap Sorry to hear that, hon. 
0;job, where are you?   why won't you find me.
0;A colleague deleted my entire home directory by mistake! And the replicated filesystem worked the other way round. All backups gone 
0;is doing the very adult thing and staying in to find a job, that and the fact I'm too sunburnt to go to the beach again 
4;hello tumblrs! - skylinesandshipwrecks: Frosted Flakes, cos theeey?re GRRREAT!  How about you, and everyone... http://tumblr.com/xzk1s33tt
4;Updating from the xenon. Fantastic. 
4;I LOST THE GAME 
4;http://www.myspace.com/chemicalcitymusic go add them  i made their layout and they're super nice
4;@ablackrussian ytd must have been suuuuper tiring! 
0;@esoteric_vae Poor you  Am thinking of you, all cooped up! Do you want to thread or anything, for entertainment?
0;Think imma take a shower now, after sleep all fucking day. Yes, im pretty fucking lazy 
0;Aaron and I got jack and sally tattoos yesterday. But now he's on his way back to Virginia. 
0;Woke up with my tonsils touching my uvula. Its like an orgy in my mouth and I don't like it. 
0;Paige loves ryan now. 
0;Now I'm just sitting here alone in the dark. Why won't anyone text me? 
4;"@bahree Can't be any worse than those humongous HTC things you used to have. ;)  Besides, no-one ever calls me so it's a moot point. "
4;@RachelHawley Far too nice a day to be stuck inside, I agree. Might develop extreme claustrophobia as an excuse to get out of the office. 
4;"@james_a_hart Ah, never mind... UI got it.   (RHS-&gt;Friends-&gt;Browse/Edit Friends)"
0;Shit it. Just checked the weather forecast for my holiday next week.  Monday - Rain.   Not a good start
0;@jupitusphillip Wish I could be at the uke thing, but I'm 200 miles away 
0;And how hard do Volvo make it to check spark plug gaps? I have a degree in engineering and it is still daunting for me. 
0;Saw Newton Faulkner in Wakefield last night. Awesome show by a great entertainer. I'd go again if the tour wasn't sold out. 
0;Parsing 53,000 text files into my database.  If something goes wrong, I'm going to have to do it all over again. 
