Id;Target;Tweet
408;0;I wanna go to Just on Friday. Stoopid fkn work. 
409;0;yeah, im the shortest person on twitter haha 
410;0;damn you abc, why must you play Dr Who on a Sunday while Im at work  hoping I finish at 730...
411;0;"@DazzleMeThis cause I has a cold now  Ive been sneezing all day &gt;_&lt;"
412;0;im tryin to take my piercing out  I so don't want to, but I sooo have too. devo'd
413;0;mum wouldn't buy me cowboy boots 
414;0;@EskimoJoelted oh nozzz, don't let on your drunk! she'll stop serving youu!  haha
415;0;I used to know tonnes of people in Sydney, now everyone's in Melbourne 
416;0;(8)back it up, back it up! ...Lozz changed the song on me 
417;0;http://twitpic.com/6j7mq - People I wished id seen, but was too broke 
418;0;im shattered they didn't get chips AND Itchy ate all the crispy strips 
419;0;amazing Muse is. its really quite depressing. 
420;0;@judez_xo your phone is always dying o_O mines still being gay and unsync'd 
421;0;@judez_xo well thats not fair. Ive wanted them since I was twelve. haha.  Like back when you could only really get surface piercings lol
422;0;dear @LincolnT a)stop snoring and b) move from the middle of the bed, please. 
423;0;@judez_xo thing I know Buffy has his.  lol
424;0;we're parked in from of a place with a 'sorry we're closed' sign out front. makes me miss Matty boy and his rants about nothing. 
425;0;so don't wanna go to work, wanna finish ma movie. 
426;0;its far too cold to be at work 
427;0;...WHY DID THEY CHANGE THE COVERS ON MY ANNE RICE BOOKS?  im gonna find out if I can order the old ones in
428;0;@kahlee lol I don't have alcohol here, I can't have a drunk sunday  lol
429;0;ebay you have failed me, does no one own a paperback version The Vampire Lestat by Anne Rice with the black cover? 
430;0;@kahlee I want to but have no way there or back 
431;4;@houzhou I'm on a holiday after had finished my final exam last week..  but I should start doin my final project tho..r u in holiday too?
432;4;"@adrence  always lazy to tidy up the house right? I know the feeling! lol..enjoy your weekend activities... ;)"
433;4;Anyway... Welcome to all my NEW followers! Thanks for the follow! Luv u all  xoxo
434;4;@Jimmy_Poodle LOL! Yes, I'm on your side,don't worry! Haha..  how are u?
435;0;@houzhou so do I,got a lot of works too!so I don't think I coyld stay away from it right now..lol,oh..  but is your hand okay now?
436;0;I couldn't slept properly again last night... Ahhhh,bad stuffs keep haunting me for the whoooole night! 
437;0;La push is breaking 7-8ft wish I was there 
438;4;Found iPhone Dev is pretty interesting and a lot of stuff to study with. Hope we can have a new app demo next week 
439;4;@orjan_nilsen...we in India wanna know the ID of  this track..ASOT400 
440;4;@jonasbrothers http://twitpic.com/76ruk - pleaseee come again to PERU! We loove youuuuuuuuuu!!!    thanks 4 everything you gave us  ...
441;0;looking for a lost font, now that's fun. 
442;0;Photo: suneoke: saddens me that she’s taken  *tear* lol http://tumblr.com/xgo1z1owl
443;4;@stephenaevans I want to wake up not get a migraine 
444;4;@MissVerna LOL, scream next time 
445;4;@MissVerna That's cute 
446;4;@digitalfemme Good morning hon, we should, no latte this morning but I did coffee delivered to me by one of my neighbours 
447;4;@phryl Glad to hear it, we have lots of golf to play this season  R we still on for Fri?
448;0;@jenoctavia and I miss opor ayam too 
449;0;is officially a holy skiver lol good times!!! on the other hand i have man flu bad times 
450;0;@hoinaru Te-am ratat.. 
451;4;@levavie Thanks for the feedback! Glad you are enjoying the app. We have some updates to the app to make it even better 
452;0;tchau fds....   Mais um longe do amor ..  
453;4;@SunnaGunnlaugs Hello~ I want to go with your music...but, it's too far to me~ Best Wishes To You~ 
454;0;just realize that my phone quit working  can it get any better .......grrr
455;4;Éééés, megvan végre a Roland Garros is, 3 szettben!!!! Roger Federer, you're the best!! 
456;4;@Cat_the_cat Neked is k?szi sz?pen 
457;4;@l0vely_m0nster thanks  Alignment test ! fighting !
458;4;Words return. I like their sound. 
459;4;"Adrenaline and coffee, but dude! It took a cigarette break to calm down.  i &lt;3 Weezer."
460;4;Oh well. At least I know how to be sociable now. And managed to find cool peeps. 
461;0;Last day of May.  i don't want another month to be gone.
462;0;@ThisisDavina Who are your faves this year, any real character standing out yet, I miss the live streaming you learn more about them 
463;0;I really really really do feel fed up 
464;4;@avidbookreader Ed McBain is the Lays Potato Chip of mystery fiction--you can't eat just one. 
465;4;@ludwikc Ah, there you are. 
466;4;@angelajames She's one of my favorite authors. Hoping she might come here for ArmadilloCon sometime. 
467;4;@MollyFyde If that makes you weird then there are two of us. 
468;0;@thekoolaidmom Ah, I guess it doesn't work and play well with Windows. 
469;4;@mindi_li Yep....tons of sunshine here 
470;0;People are talking bad about the movie Transformers  I guess ill be the judge of that. Going to see it this morning....
471;0;I left my eyeliner at aunt donnas  No makeup for like ever. Welp on my way to skl debating w myself...
472;0;I just love love love being ignored 
473;4;Havin din din wit @r2damaxx goin out to the bars tonight!! 
474;0;Jes got home from the bar the tab omg dnt get me started tonight was insane and i didnt have my fone i missed the coffee buddys call  aww!
475;4;@Aalohomoraa : learning makes perfect wi haha @poshpantspaddy : thanx for the recommend  how can i call u?
476;0;need new handphone 
477;0;@rt_cavs really sad with the result of the game 
478;0;@AshleyLTMSYF hey welcome to Jakarta.Go for the show tonight.but unlucky i miss the show  love you all guys.hope tonight will be awesome
479;4;@raquelwilson  Don't lose faith. Your heart is right!
480;4;@mcuban I'm guessing Time Warner doesn't carry HDNET? 
481;0;"#Canon's #5D Mark II on #sale at bestbuy.com! http://tinyurl.com/lxopjr But u still have to pay tax  no tax at B&amp;H.com!"
482;0;@TwitterFox I like the changes in the update, but they seem to have introduced more bugs than it's worth 
483;0;wow, I've used 130MB today of bandwidth. Not a good thing since our whole org has 6GB for the whole month 
484;0;@nprscottsimon really wish I could download the radio bits and not have to stream. Internet is slow here in Malakal 
485;4;Havn't figured out yet how to get my Tweets from Twitter to automatically post to my Facebook yet.  I know it can do it.  
486;4;Nice afternoon for a Boil here - carrots, potatos, corn, shrimp, sausage, and Old Bay - they love their Old Bay seasoning in Maryland  
487;4;so, its no longer the day of my birth. and i kinda miss it..this weekend was fan-fucking-tastic 
488;0;@bbubblegumPINK lol, I get out too late for that. lol.  if only I was off.
489;0;@bbubblegumPINK I work from 2-10 
490;4;listening to all the cats purring during their groom  i think our groomer is the cat whisperer...
491;4;"Tracklisting for The &quot;Elevator&quot; EP now up on our myspace www.myspace.com/zulu  "
492;4;so to lose something close is often the best way of discovering what is most important 
493;0;just got back from the dentist.  it hurts....
494;0;Traffic is bad in downtown LA CRAZY! CRAZY! Go Lakers, but go home! 
495;4;@ps7girl OOO im loving it! Very cute  I want a bigger one then that one wink* Lol!
496;4;@SuperBapesta Hey! When will the new album be out? I miss ur music! WE need to hear that hype energy frm u once again 
497;4;@ps7girl Awww thanks jessica for the shout out! Love uuuuu tonsssssss 
498;0;@adarlenys Im doing good just dealing with the allergies once again ughh  U? hows everything?
499;0;@kingivn Im doing good just dealing with allergies cuz of the damn pollen 
500;0;@kingivn Have fun amorsote even tho u forgot my bday 
501;0;Owww how i miss back in the days hanging out with @cindy4988 @elvislopezjr ! How time flys by 
502;0;@kingivn Have fun amorsote even tho u forgot my bday which is today 
503;0;Suzy is sooo cuteee! I wish they wouldve kept her tho 
504;4;It is so peaceful!!! Thank God! I have never felt like this before 
505;0;wishes I'll be here for a long time  http://plurk.com/p/11m0qs
506;4;@IWannaBePerfect Hi cute twitter haha Um.. is all Bye oh! i love nick jonas hahah is so perfect! Good-Bye  By: zuu
507;4;@WeAreTheJoBros Hi you are mexican? bye.. 
508;0;@selenagomez HI ! sel.. how are U? i´m tired.. i have three examns yesterday  how about You? how it´s going??
509;4;Prepare for online 
510;4;That's what momma always says 
511;4;Nelly gets her pins and cast off this afternoon!! I'm saving the pins for her broken arm scrapbook 
512;4;@nanashambles for me, she is number 2 and Megan Fox still the best 
513;4;Just got home, I got new creative headphone ! 
514;4;@taufikn How about Kim Kadarshian ? 
515;0;@vitou nope, yeah geo was fine, but I answer some questions with bullet points instead full paragraph. my friends said that's wrong 
516;4;@DeeyaFD pui pui pui. Always like this hahahaha. No luck hahaha but I'd recommend anyone to convert to Mac. I am a satisfied Mac Convert 
517;4;Owwwwwaahh! My hair is superr short 
518;4;Happy birthday mom! 
519;4;Orientation at ESA yesterday was fun but exhausting. 
520;0;thinks that wind + sinuses = pain 
521;0;My sweety is not feeling well today 
522;0;Why all the concerts I want to go are in Barcelona and not here in Madrid ?   
523;0;The posts are kinda overwhelming 
524;0;I'm sick  I'm losing the teenagers gig 
525;4;is in the garden. 
526;0;bit of last minute revision before maths at 1. 
527;0;@AHS_Bellingham I will be out of town in August, 
528;4;Butterflies do not scare me  just spiders.. http://twitgoo.com/tjly
529;4;The world always looks brighter from behind a smile  http://twitgoo.com/tjir
530;4;@bobbythomas1 We know he knows... aare you his mail man or something? 
531;0;@bobbythomas1 pfftt please dont talk about bugs living under your bed... right now i am kind of thrilled 
532;0;Damn it, my arachnophobia its getting worse  ... i dont know what to do *sighs* u.u
533;0;@Pavel_Chekov You are not real...  so sad ...
534;0;@mrssisco Haha i like your cats, they are beautiful.. i want it a siamese but my mom didnt let me, so now im having a bird 
535;4;woohooo! just receive a good news.. my grandma  is doing great! yeah thanks to  your prayers guys!  
536;4;Cooking Spam for the first time 
537;4;Watching some korean show 
538;0;is now in New Jersey.. missing Joey 
539;4;@anaesinred my aunties would be proud of me 
540;4;goodnight lovely night 
541;0;missing out on 3 wedding invites to finish up my schoolwork 
542;4;@JonathanZL how nice of you to come to the concert tomorrow 
543;4;Eating ice creme in the sun 
544;4;Getting ready 
545;4;@Chintan_Diver pink tee shirts.... kya hua yaar 
546;0;@cxptainkirk lonely   you?
547;0;@missdorothy you guys don't even talk to me anymore! 
548;0;feels so damn unpretty   i can't believe i'm trippin
549;0;getting ready for training session at Bedok Stadium. 
550;4;Now that you are here I don't have to miss you anymore 
551;4;I kinda like the UAC bugging me .. make me feel I am doing something serious 
552;4;Damn didn't know Installing Pidgin take 36+ MB .. nevermind thats ok .. whts this huge hard drive for?? running awesome softwares 
553;0;I miss you like the deserts miss the rain 
554;4;also listening 2 radio 1's chart show 
555;4;listening 2 capital fm summertime ball while playing on my psp 
556;4;Ah brunch buffets...one of the more underrated inventions of the civilized world  
557;4;@pussreboots I think you're the reason I dreamt last night that I was halfway through reading Ulysses. 
558;4;@gil_les awesome 
559;4;@bungieboy Cook on my Weber 52 weeks a year 
560;4;@Bill_Ironside my upstream is visibly the best it's been for weeks e.g. better than prior to last week's downtime.Going 50meg soon though 
561;0;I think I'm now into my 7th week of @virginmedia internet problems. 
562;0;Internet is up this morning, but radio dropping out every 10-15secs 
563;0;Aw  Apple's holding my 3G S hostage:  http://twitpic.com/7lych
564;0;@danielandrews wellll gooooooooooood for yoooooooooooouuuu!  I had to plug my iphone into another computer to get it to work! 
565;4;Instead of telling God how big my problems are, I like telling my problems how big God is!  http://bit.ly/5ofzj
566;4;@BeMeaningful Hey Lori. My Japanese wife was a pro dancer in Japan for 10yrs. Im sure her and you would have lots in common 
567;4;Clinical studies show smiling/laughter significantly imprvs immune function and makes u more healthy. Go ahead..try it-see feeling better 
568;4;"Things to ponder.... If air travel is so safe, why do they call it a &quot;terminal&quot;? "
569;4;Cool kid break dancing on the Ellen show. Awesome  http://bit.ly/LdBbR
570;4;Here is a funny video of 3accountants rapping about giving 10% tithe to God. Very funny...  http://bit.ly/UFfG9
571;4;@SarahSaner Ur young with destiny in front of you. U can do anything you wish. Ur dreams r urs 4 the taking if u dare.. chase ur dreams 
572;4;@herrowitsjess Yeah, but George says something with his words. Otherwise its just..... jiberish junk... love, joy,happy ahh see how nice 
573;4;Do you ever catch yourself doing something really really nasty in public and have to play it off? I do 
574;0;Poor JJ Reddick   He looks so out of place
575;0;If someone is following me and wants me to follow them I will  ASAP  but my comp. is broke 
576;0;I just realized im gonna fail my Math EOC 
577;0;@MileyCyrus Please don't feel 
578;0;there's time to party there's time to work 
579;0;@Twitter_tips can u believe firefox acting up again? Ayyiya LOL can't win 2 day  r u the main tweeter or is there a group? You have be ...
580;0;...injured myself at work today...grmpf... hurts...need a painkiller! 
581;0;"...having some M&amp;M's, I'm hungry and my fridge is empty...damn "
582;0;1 am, oooohhhhh noooooooo!!!! Bedtime,now! Wake up call in about ...mhhh...6 hours...ohhhh nooooooo 
583;0;oh no, heavy clouds... I think there is a storm coming...It's my day off, I do not want rain!!! 
584;4;test was ok. now relaxing with a cup of coffee 
585;4;@TonyArmy Welcome back! 
586;0;just threw out his back playing basketball.  And I'm suppose to begin my trip in 3 days. 
587;4;had a beautiful day with my love, and now watching the tv. I'm in love, and i feel absolutely loved by her. 
588;4;@Malakh7 i have no problem with chemicals. i have a problem with bee excrement 
589;4;off to rio de berlin, carneval of cultures 2009. hoping for good weather 
590;0;rob longstaff moved around the market to another spot. i am a sad girl today. 
591;4;back to twitterverse 
592;0;@kharainda CANADA!!don't loose your yashmak/veil! lol. How long you in Canada? I will miss u girl 
593;0;I can't tell you how bad I feel right now. p.s : I'm getting sad, losing my 2 followers in twitter 
594;4;@alexshook have fun on your vacay! I miss you!!! when are you coming back...i want to visit you in B-hem. we can go to the Casino 
595;0;i moree to go and i'm done with undergrad 
596;0;When I'm walking down the street, I often feel like doing cartwheels. But I don't know how to do cartwheels. 
597;4;Gettin' ready for another round with the doctor... 
598;4;"Finished 10 of Jim Butcher's &quot;Dresden Files&quot;; books are awesome, &amp; I love the many pop culture references! from Duke Nukem to Star Trek "
599;4;@FiberDeviant Even I am waiting for the invite code. Can hardly wait. 
600;4;@Anusual Ooooh..the tounge wali girl..:p..howdy... 
601;4;"@iambohemia You mate..are brilliant and your music is well..EPIC.. ;) Keep the good work coming.. "
602;4;@LimeIce Been around. I am really slow on tweeter.. .. I joined a year back..and still just 500 updates..  How are you?..and Nemo? 
603;4;@denharsh Hey, I have submitted a post for review..Let me know if you like it.. 
604;4;@denharsh Hey thanks for that tweet.. 
605;4;@quiz_master Yeah..Its mostly at this time that my stomach starts grumbling.. 
606;4;Oh, I got it...@baxiabhishek Never mind..Ignore that last tweet.. 
607;4;@eatit007 hey.. 
608;4;@LimeIce You are so damn dedicated towards your '365 days' project. Its good to see.. 
609;4;@meerasapra This one is even better.. ...you are good..  And nice dp 
610;4;"@meerasapra OHH.... So how do you make this &quot;:p&quot; ...? like this..:oP..? "
611;4;@Bhawna_Sharma :O..Awesome DP..! Looks like the girl is a little annoyed though..!! 
612;4;@Anusual Nothing much, killing time. Will leave for a movie in an hour, friends coming..  Wht about u..?
613;0;Someone update the score. I cant watch the freaking match..cable is down..  #WT20
614;0;And I missed the fed vs. nad match today. Bummer. 
615;0;@nsane8 Wait...its hockey..Damn my ignorance..!! 
616;0;Sometimes, twitter makes me feel like an outsider.. 
617;0;@WickdWeirdWitch You mean..OYE..itz Friday..!!..And how come you didn't include me??  I am hit with #insomnia as much as anyone else..:d
618;0;Am a little tired and feverish today..Should have taken the Sunday off. 
619;0;I think I should go outdoors more often... I miss sunlight.. 
620;0;I have an IQ of 136 only.. :O 
621;0;does anyone know about android SDK? is it java based? i think so 
622;0;I think Nadal had sex last night...sab energy drain ho gaya and some stupid got lucky 
623;0;is leaving Amsterdam now...sigh. my luggage is TOO HEAVY   I'm seriously having pain everywhere cos of it... lol I dont know how to pack!
624;4;"&quot;jaunty jackalope&quot; `s too boring a name; &quot;intrepid ibex&quot; is still my favorite among them all ... "
625;4;@skoroth hi there... nice to meet another person from cochin... 
626;4;@marcusjcarey few years back you say? its even hotter around here now! haha... 
627;0;life offline is hard.... 
628;0;wow... barely an hour online today... 
629;0;"just updated ubuntu... firefox`s updated too; n it just got a notch slower... "
630;0;glade interface designer is PRIMITIVE!  its about time that sm1 makes a new one!
631;0;@ideamonk see, whats so complicated bout this, i wonder! dont these guys have ANY BRAINS? 
632;0;anyone with the torrent location for offensive security courses? been searching for a damn link fr bout an hour now... 
633;0;EVERY other site other than google opens up wen i try...  what the ... using bing.com now... not bad...
634;0;@sid88 ya, it suks wen you have a power cut man... 
635;0;@vishnupsp a few temples here and there n a few relatives houses.  cls strts on d 1st at college.  u tken pics? do send me if u hv.
636;0;@vishnupsp sob...sob...  wish i were there too mate....!
637;0;More ppl confirmed of cuming to the party! and last day of exams 2morrow but sadly last day of grade 5!   
638;0;@AFROdeesYAK YAY!!!!ur cumin on monday butonly 4 1 day  but we're gonna have alot of fun!
639;0;Next week is the last week before final EXAMS in school!!! tht means after exams summer vaca but no more grade 5!         
640;0;@AFROdeesYak who's ur date? and no our school doesnt have prom 
641;0;"&quot;they say on a good night it was almost like he could fly. and now he can.&quot; "
642;0;i miss my bbs so much  its only been 2 days. i feel like a needy little girl
643;0;fuck  we dont have the salad dressing i like
644;0;"&quot;i would have died! i would have died rather than betray my friends&quot; oh sirius black i love you. "
645;0;paris hiltons my new bff.... wtf happened to brittney hahaa aw. i liked her 
646;0;"&quot;do not pity the dead. pity the living, and, above all, those who live without love.&quot;   "
647;0;my birthday is in two days. i REALLY wish i was having a party  so bummed that im not
648;0;no fred died  i completely forgot about that. he was my favorite...
649;0;up way too early to move some boxes into the new place...also spending the rest of the day trying to prevent an oncoming cold 
650;4;@iMacstu cool thanks for that. 
651;4;@bggrice nice one...Bill Gates will be working for you soon 
652;4;@bggrice home now and added a few more Grice's to my list 
653;4;today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!
654;4;@shanselman c'mon Scott you can do it, keep it up 
655;4;On flight #1 to H-Town.....  im goin bak to cali to cali.... LOL!!!
656;4;Finally home!!!!! Dammittt man.... Wild ass weeekend 
657;4;Splish splash..... I was takin a bath!!!  LoL!!!
658;4;@AnNICIa no worrys cuzzo.... That next weekend for sure!!!! 
659;4;@Jessica.... Really tho.... U already kno!!!!!  ima call u tmro... My bad!
660;0;is not feeling well 
661;0;@NajibIzz im dead broke 
662;0;"@tweetmeguy im going to sanibel which is way south  &lt;/3 for my tbrah"
663;0;"20% battery life left. I may have to hold off on tweeting for now. This is the worst possible thing. Worse than drowning puppies  &lt;/3"
664;0;Sleep, why do you elude me so 
665;0;I'll miss my grandfather.  But, I know he's happy wherever he is now.
666;4;she's back 
667;0;Ewwwwh, I have to work nine hours todayyy  PLUS, ACT classesss. This weekend better be good...
668;4;@shaundiviney well jb suck balls and that would be illegal like for 99.999% of fans but 
669;4;@petewentz come do it in aus then you can 
670;0;idk what ill do when im older go to perth or sty here? 
671;4;@xienel 6 days to go b*atch! hehe. 
672;4;good morning everyone!  good night to others.
673;0;poor @khamass. don't rush home. 
674;0;still reeling from a busy sunday morning...  work today is draining.
675;0;bored to death. 
676;0;receiving a bon voyage choc surprise cake on the plane is just classy. i miss my friend. 
677;0;i should get more sleep. excess baggages are forming under my eyes. 
678;0;@khamass wha wha? i didn't do nuthin.  haha. now this is wasting twitter bandwidth. would you rather me rant about iran then? *wink*
679;0;i suddenly craved for vegemite and toast.  feeling adventurous today.
680;4;trying to be productive 
681;0;arrrgggh i hate mondayssssss  work work work.......................
682;4;da far?a is on the table 
683;0;@WineTwits Fanta Orange Zero... No wine tonight 
684;4;@muffwiggler Where you staying at? Let me know if you're gonna grab a beer tonight 
685;4;"@Eazyacess yeeeaaa lol  &quot;keep the change ya filthy animal &quot;"
686;4;@eclecticbeautyy hello ! 
687;4;yes.. finally im done  haha bad3p n yan aHh 1st day plang nosebleed n..haha
688;4;@SharonD_ yeahh!!  
689;4;Kev, this is for you  - #jonaskevin
690;4;#jonaskevin i love you  and i love your brothers! haha =P
691;4;#jonaskevin has beautiful eyes and awesome curly hair  - #jonaskevin
692;4;@EricaLKistner why don't you tell her to go with you  she'd see there's nothing to worry about (: - #jonaskevin
693;4;we keep on tweeting  - #jonaskevin
694;4;@TheJasonEarles post a pic 
695;4;have any of you seen the new JB picture?  - #jonaskevin
696;4;hey Kevvvvvv, Stephanie is working for you! haha   #jonaskevin #jonaskevin  #jonaskevin
697;4;@jonaskevin we all love you and you can see it now  #jonaskevin will be #1! - #jonaskevin
698;4;i'm trying to make a trending topic, wanna help me?  thanks - #jonaskevin
699;4;@MamaJonas hi  i've got a little question, does Kev have a twitter account? just want to know  thanks a lot 
700;4;i'm crazy  i know  - #jonaskevin
701;4;i am what i am  - #jonaskevin
702;0;@jonaskevin are your eyes ok now? 
703;0;@mileycyrus ouchh poor little girl  .. Good luck in the awards!
704;0;@sashaboom hi (: i'm fine (: what about you? (: - sorry but i was leaving  it's late here (2:42 am) talk to you tomorrow!
705;4;@renaedeliz Congrats Renae!!!  Fingers crossed that it all goes good!!! (and that its a girl  )
706;4;Watched UP last night at the drive-in with my girls...really enjoyed this movie a lot..Hannah Montana was the 2nd movie...Syd loved it.  
707;4;Won our softball game tonight!!!  Woo Hoo!!! 
708;0;Just feel frustrated lately with a lot of things...just can't trust anyone anymore it seems like...need to be less trusting I guess.  
709;0;just paid $221/mo for a dedicated server @GoDaddy. Would rather get a slice @slicehost, but I using MS SQL 
710;0;@sbmczh well thank you. But now we can't cuddle instead of getting rained on  (hug)
711;0;Ugh, my jaw is still effed up! Stupid thing. Owie 
712;4;study break (even tho i wasn't studying) with katie rose to visit my fav employee of the month/nun  YES.
713;0;"is trying to do homework -- not working so well. spring break ends today  &amp; waiting for someone to wake up..."
714;0;first day back at school. 
715;4;Here I am playing online fish tycoon once again lol thanks to Gamehouse 
716;0;@TMobile_USA Just got Cupcake, what's up with the UI?! The music player is good, but the main menu pull-up.. Carbon Fibre? Really? 
717;0;@TMobile_USA Yeah, but I'm not a tuner boy!  I think carbon fiber should be painted lol. Any insight as how I'd go back to the old style?
718;0;suck day ..... no mood for everythings.... Hope to knock off soon. 
719;4;@antoniojl you are like a girl  having wardrobe issues
720;4;opps dam computer or fingers I meant to say everyone rocks. 
721;0;Well, thanks again everyone! But there is good news and bad news... Im not a swimmer and didn't complete the swim!  Did do the rest tho.
722;0;Cell service is going in and out... So hopefully the the Tweets don't stop before the race starts.  #jamestri
723;0;Getting ready to go to bed... By the way someone told us that getting pooped on by a bird was good luck... That's so not true! 
724;0;@YadiRose They have such high end designers designing for them now, sucks that we can't even buy online! 
725;4;@visualrinse congrats! Glad you're getting into it some. Send me some of your feedback, it'd be nice to have your perspective for my book 
726;0;Dammit  it's okay pigs, i still love you.
727;0;no baseball tonight  
728;4;Just got to school. Goin to Cinncinatti Wednesday! 
729;4;@eschaton ROFL, that was hilarious! (listened to the entire tape) 
730;4;@mdhughes I'm just envious of you guys and (very) cheap to subscribe to the MAC dev program to receive in advance the new toy 
731;4;Stopping for coffee then off to the cityyy 
732;4;Thank gosh for whom ever invented nasal wash! 
733;4;getting ready for a party CD 
734;4;turning on all the lights at work just bc they are motion activated 
735;4;omg the purple crew was the caaaa-uuuutteee east at SJ pride 
736;4;I'm off for a typically energetic (frenetic) day? Unusually cool here - might be a top-down drive to and from  - art has kept me balanced!
737;4;@g2barmen As a follower, not sure I want you too either.  
738;4;Zs.Nagy presents  http://www.nordugrid.org/manuals.html
739;0;ajj, 580 olvasatlan hír a google readeremben 
740;4;"@le_marietta i didnt check  keep on havin a nice weekend ;)"
741;4;@JoelMadden how sweeeeeeet!  hope you are okay.
742;4;"I love Britney Spears.  she is the best &lt;3"
743;4;"MTV Movie Awards yesterday: congrats Robert, Kristen, Miley and the Twilight's makers.  &lt;3"
744;4;awww waiting 4 New Moon trailer. 
745;4;do u wanna know the best and newest gossips?  follow me 
746;4;"http://bit.ly/M489s   ohh, it makes me impossibly happy to see her shining. &lt;3 "
747;4;uhm.. trying to download Anna Faris' song.  sweet girl!
748;0;having a headache. 
749;0;wanted to speak with my friend on msn, but i couldnt 
750;0;i wanna follow the real Hayden Panettiere.  but where is she??
751;0;someone come and be online please! Im really bored. 
752;0;toothache 
753;0;"ohh.. i watched the last 2 episodes of the 4th season of House MD. It was soooo sad.  I LOVE 13! &lt;3&lt;3&lt;3"
754;0;was at the dentists today. and will go tomorrow too. 
755;0;wanna go somewhere but noone has enough time 
756;0;My buns are cold 
757;0;Has learned that Shepherds Pie isn't really all that cool 
758;0;i watch Twilight, and speak my friend. i'm so f*cking sad..  my best friend is lost.... don't funny....
759;4;Am in a high tech bunker underneath court 14 at Wimbledon. I heart my job 
760;4;@bailsbails lovely to see you too m'dear! We'd love to come over (but we are never drinking again). Let's set a date 
761;4;wish to all a nice sunday 
762;4;@nata_van can fight the moonlight -ugly coyote- super film  ????????????? ?????????? ???? ? ???? ??? ????????? 
763;4;Wish to all nice day  as much as possible  without stress  
764;4;@nata_van my favorit composer too 
765;0;Today sunday and I must to work today oops  Neyniyay day mp3 player Allah sani duzaldanin neca deyallar olanaruva rahmat 
766;4;going to bedd 
767;0;tired of not being able to find a song 
768;0;Went to the beach today and I got sun burn  oh so painful 
769;0;Depressing events lately... though everything's fine in my personal life, the reverberating effects aren't too peachy 
770;0;"@twilighterz could you please put he link to get &quot;lullaby ringtone free just 4 entering 2 win a personal phn greeting&quot;. I can't find it "
771;4;"@jody74 Haha! I wonder if my mom had the same thought whenever I stayed home sick from school. &quot;This close!&quot; Better luck next week "
772;0;is bored on a Saturday night  ?????
773;4;@kreativlink @Huismus Reante is a clever girl, she can still remember life outside the screen 
774;4;@yellowgoatetsy yeah, I like pot noodles, how bad is that?   Headache, you should really se a doctor! My mom has migraine sometimes.
775;4;@GabrielVaraljay you are right, and she (Boyle) made the other guys famous too, now everybody want's to know who beat her in the final 
776;4;@fleurfatale thank you 
777;4;@dinafragola yeah...cannot, I am that kind 
778;4;@kreativlink yeah, great movie 
779;4;@MGMarts @kreativlink lol, girls! we have such a wonderful weather here in The Netherlands - for a change, haha 
780;4;@vadjutka how cute 
781;4;@kreativlink Yeah, me too...  Btw. do you know this store? Cheeper and the shipping is free: http://www.bookdepository.co.uk/
782;4;@ArtMind just kidding  I don't have any knowledge about Belgien political parties. I don't like Verhofstadt, but that is personal, haha
783;4;@decor8 Highly interested 
784;0;@TheHouseofMouse hehe, true!  but when you have kids, you can never have a nap. Just not fair 
785;0;time to go to sleep...Things been lame since I got back from Cali 
786;4;nip/tuck 'til kendra's new show... t.v. is my drug 
787;4;"slumdog millionaire w/ a side of hennesey&amp;coke. awesome. "
788;4;@ystila ate stella, its 70proof and tastes like black licorice and its good when u drink it w/ root beer. Waaasted. 
789;4;@SupaStarCity haha u are crazy... have fun! lol  hope u got plenty of snacks!
790;4;is HAPPY the BAYBUCS won their game...58-8! yay  http://www.eteamz.com/bayareabuccaneers
791;4;crunch then sleepytime. goodnight tweeters! 
792;4;@JM315 good morning mrs. carter! I checked yesterday and it said it would be 73 but who knows. im wearing jeans and bringing shorts. lol 
793;4;lovely sunday. starting the day off w/ a walk  with @LuvlyLeah and the babies. 
794;4;@tmsruge   that'll take more than 140!  In a nutshell, 2 very different entities.
795;0;i wanna be in an earthquake i live in virginia though 
796;4;@firainthehouse hey lalala ~ gw bosen loh! haha penting 
797;4;figured out the Internet on my new iPod 
798;4;I thought it was someone impersonating you  re: http://ff.im/3stvG
799;4;Louis check your bank you should have 5.5T  re: http://ff.im/3tIQl
800;4;@RoboSteel Thanks for the #FollowFriday Shout 
801;4;forging passports is better than attacking  re: http://ff.im/3t3E4
802;4;@Buchautor Thanks for the #followfriday love 
803;4;Love Gruyere cheese on anything  re: http://ff.im/3qqLI
804;4;@khaled I liked the article, hope someone in #Nokia reads it and do something about 
805;4;@saudiaspire You're Welcome 
806;4;@khaled it's not showing up on Software update in our region yet. and I always download the updates. I have to update 4 Macs 
807;0;one out five that completes the job  re: http://ff.im/3tHzn
808;0;yes very. I am having second thoughts now  re: http://ff.im/3tuaa
809;4;Oh emma thats not whats thats from 
810;0;My grandma not doing good had two strokes this morning. 
811;0;My old horse isn't competing today  but he is going to a national qualifier event next month at Lemington Spa
812;0;ouch, must have been sitting in a draft today, my back has locked up 
813;0;is dead tired  http://plurk.com/p/11dx24
814;0;is home dead tired  http://plurk.com/p/z3jxw
815;4;@ficklampa EyeTV need to convert the recorded TV show into a different format, and an old G5 takes two ages and one forever to do that 
