Id;Tweet
1656;@tidewaysculler comin' right up!  HAVE A GOOD ONE!!!!!!!!!!!!!!!!!!! We're watching you!!!! xxx
1657;@sanjspatel Voted for @EpicChange, what a great cause. 
1658;@staceydoyle PS totally looks like I can make it up Wednesday, at least to hang out. 
1659;@SERGIOPHOTOG and tackiest, and smelliest, and scariest. Consistency is key. 
1660;@britneylush Twitter must have had a meltdown last night, huh?! All good now. 
1661;My bff has a broken heart on her birthday. Boys suck. 
1662;@flyingwithfish Do it up Fish. I'm missing Ava's 4th today. 
1663;OMG it was Father's Day today and I COMPLETELY forgot!  I'm so mean...
1664;@enzopilarta kakaasar kasi eh! puro cliffhangers  ok lang yan... I have one more finale to look forward to! GOSSIP GIRL! 
1665;@enzopilarta kakaasar kasi eh! puro cliffhangers  ok lang yan... I have one more finale to look forward to! GOSSIP GIRL! 
1666;@polleeey isnt it just, thats why we have sky 
1667;"@pinpoint_uk   (pinpoint live &gt; http://ustre.am/2wLS)"
1668;"is doing pretty much nothing as everyone is busy studying  mumbai calling much ;)"
1669;off to the pictures back soon 
1670;all soree 
1671;Robert got hit by a taxi. OH NO 
1672;HOLY THUNDERSTORMS last night! 
1673;@DrGelb very informative report, doctor!  nice work. 
1674;"@Hoboprophet oh happy saturday indeed!  we LOVE shuggie otis!!!!    hugs to you &amp; yours from me and my little sweet shuggie-boogie."
1675;@DANIEL_LYRICIST thanks for the kind words  you are warm hearted, and i appreciate you.
1676;found @charlief today.  i love the gif, color, and background picture on your page, charlie. thank you for following  bless you.
1677;"@snowandstars --&gt; beautiful:: &quot;in her words i heard a gentle reminder from my own teacher&quot;  i love that.   xoxo"
1678;@cyla_a me2. i am fine right now!! i got fever last 2 days. 
1679;Argh, I can't memorise the notes for tomorrow's rehearsal @ NTU!! ZOMG, i can't play the violin 
1680;bought two puppies, starting to regret one of them 
1681;@jeffmello um, hello...thats why the twitter proposal, remember?  hehehe 
1682;@quotekid humbled.  thank you kind sir 
1683;@shandrab well luckily for me ~ most nites are pretty wide open! LOL Now that we have no more *crankypants*    @kyrobbins
1684;@ian_si ah, thanks for the sunshine, and coffee and toast. Day is better already! 
1685;@museumcurator glad to have an angelic curator in my corner  Thx @Brian_Austin
1686;@maddisondesigns @shandrab lol! Date, yes. Hot, no. But at least he wasn't a crankypants! That's becoming my number #1 requirement. 
1687;@jessewatson1 way to bring it!!! @shandrab  did you see what he brought to blip? I am aching from laffing 
1688;@meprince me too!  See ya soon all  Nites @shandrab @davidbeking
1689;@maddisondesigns dude! thats what i've been telling my girrrl @shandrab  LOL 
1690;@davidbeking k - you tell 10 friends and I'll tell 10 friends and by Thursday (at the latest) you should pretty much OWN the internet 
1691;Ha!  @tamikka @egratto  I've started on my list already...just need the cocktails and you two! 
1692;@kyrobbins you wear da cranky so well tho cutie!    lol  @shandrab
1693;@shandrab is she good with drama, sarcasm, cranky pants, 70s music and RedSox? I say go go @kyrobbins 
1694;@zaneology you're so clevah (said marketing gal Zoey)...friends with benefits.  That's gonna get some attention hot stuff! Happy Friday 
1695;Fun does not happen without a commitment to making a difference for other people...just saying and @davidbeking is the epitomy of this! 
1696;@Brian_Austin Sweet? I'll take it! 
1697;@jeffmello Wow! my blip made it to your blip list -- it feels like being on the radio or something! You're too good 2 me. 
1698;@CarlaJean126 girl, bring your phone and the entire posse will be there   Sounds like fun!!!
1699;@nathanrouse of this I am sure.    @jessewatson1
1700;@ian_si How cool is that!  Well enjoy a cup o'java (or tea?) and have a fantastic morning my friend 
1701;@Brian_Austin Or maybe you were telling me to follow you under hastag #hottie? LOL.  Late night.  Either way, I'm down.  
1702;can tweet from Blackberry but not laptop. Universe must be trying to tell me sumethin... like unplug? See you cool beans manana! 
1703;@golfnovels Hiya Jim  Hows things?
1704;@shandrab lol! Nailed it again! 
1705;Gracias @Brian_Austin for the intros! Love meeting new peeps 
1706;@jeffmello ah, u noticed. Up uber early and so darn cheerful. Must be Spring and a touch o Dave Matthews 
1707;@kathystover thanks sunshine!! you too 
1708;@golfnovels yowza - that sounds like a part-ay. 
1709;@LindaJosey pretty as you are, why mess with perfection? 
1710;getting called a FF fox...a sign of bright and shiny things to come today?  Sweet!  Thanks @bobwarren for the #FF mention  
1711;@jessewatson1 y'all act like we haven't discussed meatloaf cupcakes before...c'mon!  @shandrab
1712;@Brian_Austin you as well...thanks for the shout out 
1713;@davidbeking hey at least you got me 
1714;My biz partner @Smart_Think thinks we can learn from spammers cuz they follow trends.  Yeah? No?  Not advocating being a Spammer! 
1715;@Brian_Austin ahh, thats just a *welcome to the posse* message from @shandrab 
1716;@Remi_Vladuceanu Thanks Remi!  That was supah of you to pass on the kind mention.     Glad to join your TwitStream
1717;@MichDdot I say rock this wednesday! 
1718;@DecoDelight you know it  this partay girl is waiting til tomorrow to start my RockStar Training. LOL Sleepies got me 
1719;@davidbeking too legit to quit was MC Hammer, wasn't it?  LOL either way - word to ya mother.  And I mean that with respect!   ha!
1720;@DanielBrenton hiya friend!  you just never know!! 
1721;"@josephranseth you know #3hotwords &quot;you were right&quot;....just saying hunka-hunka  lol"
1722;Midnight already.  Up in 5.  That means no more Twitter til manana.  Night peeps. Save the world while I'm gone  Kiddin, I'll help 2morrow
1723;@shandrab yippee - you're here - the grand funkness of the posse   *zoey passes asprin* hows your head?
1724;@ian_si you're so close on the hashtag...maybe a DM would clarify...I'll be right back. 
1725;@top20reos why thank you sir 
1726;@ElainaAvalos and when did the getting old thing happen anyway?!? remember the god ole days...well I barely remember ha! 
1727;What a horrible, horrible day I had yesterday 
1728;BYU is now following me  -yay! 
1729;I'm always excited for it to be sunday just so I can read new secrets on @postsecret. 
1730;@xSEANxLONGx awwww, I'm sorry to hear that Sean!!! Wish I was there to take you out for a good night out on the town to cheer you up. 
1731;But I do know is that I am extremely happy with him and wouldn't change him for the world and don't want anybody else. 
1732;Yay for green tea slushies.  About to take a shower and get all clean. Slowly wasting away the day to get to the next one. Can't wait. 
1733;Watching videos on youtube with the bf.  Thinking about going to bed soon.
1734;Super bored. Up and took out the dogs. Gotta love dogs.  About to wash dishes and get something done around the house. 
1735;MMMmmm a nice hot shower and getting out to food from walmarts deli wonderfully brought home by my mom. Gotta love moms 
1736;Might go to bed soon. Birthday tomorr.... er today!  Can't wait for the day to begin. 
1737;Wonderful day talking and playing wow with him. Actually can't wait to wake up tomorrow... How odd... lol. Goodnight tweeters!!! 
1738;@google told me you that @youtube is having a server error.  Poor youtube. I'll try again in 30seconds like you said to. 
1739;Nothing like a nice hot shower to start off the birthday well.  Eh, lucky Europe. Muse tour there.  I wish they would come here.
1740;And I want you to shut the fuck up.... I really hate living with my step dad. =-\ I can't wait to move out... 
1741;Bored watching Law and Order. Wanting sunday to come now.  I need a good night out with friends.
1742;Bored, wishing I had an exciting life.  Going to get on WoW and make myself feel better.
1743;@KarenEJones Yeah so far I can't actually pick out a really good time in my life. That sounds worse than it is though 
1744;The night is getting slightly better.... I got an I Spy book 
1745;Happy to be completely unaware of the world and just watch pixar movies with the kids  on a vcr, no less! I feel so amish right now.
1746;Yayyy  my daddy is making me grilled cheese when we get home to apologize for being late. I'm too tired to yell at him anyways though
1747;Had so. Much. Fun. I love drunk people. Apparently i am not a vegetarian, i am a pastafarian 
1748;@phanxhunter oh i am home lol. And my parents are asleep! 
1749;Having fun w some drunk people 
1750;Anderson Cooper is sexy sexy sexy sexy sexy!!! I love him. He makes news soo hawt 
1751;I definitely have the prom flu.  But my parents are still making me go to school even though it's the last week!!!
1752;Missing my grandpa. Happy father's day. 
1753;Oh my god! The Air France jet that was going to Paris that disappeared over the Atlantic had 7 children and a baby 
1754;@bimbola16 still tho it looks stupid. And my poor mom thinks that short hair looks good on her and so her face always looks fat 
1755;@phanxhunter i wish, but im leaving for church soon. The next time i could call you would be 715ish when confirmation is over. 
1756;@kisshippie13 It's where my heart beats irregularly so sometimes I have to wear a heart monitor. It sucks 
1757;I have been coughing so hard i swear to god i am going to like choke or die something 
1758;@kisshippie13 Yeah I'm completely miserable right now. I wish I could just go home and sleep... 
1759;I want to go home. 
1760;@karenejones haha nice! The main problem with MN is that we have a 6 month winter 
1761;@KarenEJones I think it was! I missed it  I went out to go get ice cream and got back too late. How was it last night?
1762;Asthma meds make my throat hurt  still freaked out by the dream that combined all my fears into one.... *shudder*
1763;@RyanD23 yeah but.. your gay. i could flog anyone at guitar hero. i'm pro.  
1764;@RyanD23  Find a new Twitterer with only one or two followers. Follow them, and comment on every post they make. Freak 'em out.  
1765;"@RyanD23 oh thats right; i threw a shoe at him.  "
1766;"scrap cairns; writing an assignment for hoffffy.  "
1767;everyone has someone to tweet at but me.  
1768;whers the sun gone? ooops pardon my manners morning all 
1769;on the m6 blasting out paramore! girls road trip baby yeeeeah 
1770;why has the sun gone? its pissing down today 
1771;boooo just starting work 
1772;Aaaaaaaa its tooooooooo hot at work  I'm melting !
1773;i rickrolled beth, its just not the same without sound 
1774;I am at Deva's house...  It kinda sucks to be here.
1775;flo the dog has had all her hair cut off  she's bald!
1776;only has one follower  lol.
1777;@peachlite I was just in Harlem but ur twitter said you were takin a nap. We miss u 
1778;@rachelcaine Yay! Dont' you love when that happens.  I had two unrelated ideas come together for one super idea.  (meaning big not amazing
1779;right now i'm on the true blood ep where we meet eric.      God I love that vampire.  I want to lick him.
1780;@MoriahJovan hehe that did it then.   Same thing happened to me one time.
1781;@AlanBaxter awesome... retweet details to 3,000 of your closest friends nao plz. 
1782;@marialavis You should share those ideas in a post... I'd love to see 
1783;Ooh, @tdavidson is digging up some old posts of mine ... thanks for reviving that  !
1784;@samradford I'll spend the last 2 weeks of July in London, possibly visiting the countryside a bit north 
1785;@JebDickerson How's the move-bustin' coming along? 
1786;@andrewghayes Sounds awesome. Yes, yes -- little known fact about me 
1787;Got an amazing stamp collection when I received a beautiful package from @ccseed with The Gift inside! Can't wait to dive into this book 
1788;falls asleep by accident. Hate that. 
1789;@z_mealor awh really?  i'm well gutted i missed it. this is the exact reason why i don't like dad having control over the tv. haha
1790;new macintyre in -5 minutes. and guess what. i'm fucking missing it  bad TIIIIIMES!
1791;In paddington on the train waiting for it to move back to bristol  gonna b packed by the looks of things glad I got here 1st lol
1792;rang up the foundation peeps ....waiting for a call back...not lookin gd  ...unless the tutors nice...which i doubt... LOL
1793;Up n ready to leave not so dry Wycombe  its been fun
1794;http://twitpic.com/6u641 - gotta love the view 
1795;@jonathanshorter: with garrett and his friends! I'm sorry it was last minute! i should have thought of you  i'll totally see it again
1796;"Just thinking of the phrase &quot;Not a question of 'if', but a matter of 'when'&quot;. "
1797;is super tanned she hates it  arrrrrghhh i want to be white *sighs
1798;@LissyM ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser 
1799;@Dannymcfly Hey Danny  whereabouts in Uganda did you guys go? Im going in July and was wondering if its the same place  please reply! xx
1800;@chloemcfly not in northwood but in one of the towns near it. its a 10/15 mins journey  but im jinxed i swear, ive never seen them but my
1801;@Dannymcfly Hey Danny  whereabouts in Uganda did you guys go? Im going in July and was wondering if its the same place  please reply xx
1802;@tommcfly Hey Tom  whereabouts in Uganda did you guys go? Im going there in July and was wondering, Gio couldnt remember. SO excited  xx
1803;"is seventeen today  and is trekking from chorleywood to see @dannymcfly @tommcfly @dougiemcfly and @mcflyharry in cambridge  &lt;3"
1804;@clairemaxwell mcfly to talk to me haha. after danny replied all these weirdo fans follow me. but still DANNY REPLIED.  ahh happy days xx
1805;@Dannymcfly hey  just wondering whereabouts in uganda you guys went? im going in july so was wondering if im going to the same place  xx
1806;"@Levonasius i had the biggest spaz in the world and then cried haha. for a minute, he was thinking about me. he knows i exist!!  &lt;3 ahhh x"
1807;@Cookson28 hahaha. happy birthday for the other day btw  have fun? x
1808;@tommcfly i saw you in Northwood earlier  but i was on the bus so i couldn't say hi. hope you feel better soon x
1809;@MarkCorden about me  ahhhhhh. xx
1810;@tommcfly i saw you in Northwood earlier  but i was on the bus so i couldn't say hi. hope you feel better soon xx
1811;@aimzxoxo did you get an email or anything from them? yeah mine took a while for a picture to go up. try again tomoz or something  xx
1812;@tommcfly where abouts in Uganda did you guys go? I'm going in july  x
1813;@tommcfly when you release you rnew album, please can you do a launch thing in shepherds bush/london again please?  xx
1814;@tommcfly Hey Tom  whereabouts in Uganda did you guys go? Im going there in July and was wondering, Gio couldnt remember. SO excited  xx
1815;@LissyM thanks 
1816;owwww please reply just onceeeeeeee. 
1817;wishes she had another day to revise for tomorrow  g'night xx
1818;"aw how to lose a guy in ten days  &lt;3"
1819;@gretchenmist glad you like it belinda!   and thanks for all your comments.
1820;@jenn_ski i saw it too but it disappeared again... ugh! 
1821;I'm tired and I don't want to go back to canterbury 
1822;@dontmesswithhef  sorry
1823;i need to dye my hair badly but i really cant be bothered but i must 
1824;in bed with her uggd on 
1825;": Sunday : Mom amp; I watched Milk while eating the dinner I cooked for her.  ? ? ? MMM -- Vegan spaghetti, craisin  ..."
1826;@Twitturriffic thanks i'll try  x
1827;I had two offers for the night and I can't do either, SOOO gutted!! 
1828;Again this month most of my pay has been spent on bday presents 
1829;Sooooo cold and tired don't wana get out of bed 
1830;My arm is hurting!! Waaaaah  in bed feeling sorry for mesell
1831;ive had cramp for the past 2 days and nothing has came of it, is this good or bad hmm. it hurty 
1832;me and @ashthetwit are being bullied by a first year goth 
1833;"&quot;that service is only available in the black market sir&quot; =(. Bueno, ya me dijeron que me van a rolar un nokia por ahí "
1834;JUNE AND JULY ARE ALMOST FULL!! so now, is the time to get booked  http://zoestewartphoto.blogspot.com/ have a peek 
1835;Raining again  Hope tomorrow is nice! shooting at the botanical gardens in edinburgh! http://zoestewartphoto.blogspot.com/
1836;@a_dorkable my headphones r in my locker. 
1837;Just wrote a song entitled 'It's All Good'. It's simple and short and... but I like it. 
1838;GOOOD MORNING!! where ever its morning lol ...Want to know what it's like to be in a British boarding school in the Cotswolds? Just ask 
1839;@Jessicaveronica yay! Im hope I'm home next time you guys come to London 
1840;@JKL_Jon ahhh!!! yay thanks for replying haha didn't think you would-you guyes vids always crack me up lol Holla from England! lol 
1841;Golly people can be really mean, thank goodness for solitary sometimes 
1842;@Careof1983 ooo that's a good one but not what I was going for-hi btw! lol ur my first unknown/nonbot reply-ure not a bot r u? lol jks 
1843;Well I'm stuck between working and not working. Back at school  Exam overload starts tomorrow in the AM...
1844;I really cannot work whilst watching SATC  haha
1845;Woke up waay too late this morning-make that afternoon 
1846;@justinmgaston Please twitter again soon, I miss seeing your updates 
1847;http://twitpic.com/5og3w - I cannot believe I ordered a salad for a main-that's what I get for eating twice 
1848;@Jonasbrothers - We don't know if you heard it, but we started a KEVIN chant at Wembley last night. We love you guys 
1849;If there's anything I've learned from this Summer, it's that 6:40am is NOT a reasonable time to wake up at 
1850;..Or not. I really need to be 17 
1851;In the car with Chloe, on our way to Wal-mart then her place. 
1852;Watchhing tv with Chloe and texting Cameron. 
1853;Eating cherries on my couch. 
1854;Shitty weather 
1855;have got buttery tiger roll crumbs all over my keyboard 
1856;Got excited about finding a place that sells lucky charms cereal... Gutted it's £7.50 a blimmin box 
1857;I was super happy until I saw the traffic 
1858;@inrsoul woof i want durian too! missy didn't let me have any 
1859;new moon wow.  i will be seeing the permier in la for that one. 
1860;I GOT INTO JV CHEEEEERRRR!!!!!!!!!       
1861;@campbellcakes what the fuck indeed @ibeebuzz i pwn noobs @ahoy_captain not as amazing as me though remember that 
1862;@mediumgeek Ok, but mine was not a hangover. Stomach greeblies.  Rum just brought them out with a vengeance.
1863;I've lost my camera! 
1864;GRRRR. my stupid phone is broken  im trying to fix it but they keep putting me on hold 
1865;Just got home, totally got made fun of by the check-out cashier guy in belair  JERK.
1866;There is not enought time in a day  ... But knowing transformers 2 comes out in one week makes me feel better 
1867;@FarEastFabrics awesome thanks!  Will it be with Kona Bay fabrics? 
1868;@SeviDesigns It's so bright and bold isn't? 
1869;bundy. in 3 days.!!!! warm weather here i come! 
1870;show is over 
1871;Hoping I can get some good sleep tonight... Poor baby, I still feel bad. A nice warm lavender bath made her feel good though  she's tough!
1872;@meowberry Lady Gaga, Brown Eyes 
1873;@exieabola one more here! Andy Pettite is amazing! too bad he suffered so much intriga abt steroids some seasons ago + his elbow  injury. 
1874;I really wish Sheldon Cooper was a real person. 
1875;My dog is dying 
1876;@Pearl thanks doll. My dog's a yellow lab (i have 2), he's almost 8 years old.  His name is Cholo. Sadface.
1877;"Cholo won't wag his tail anymore when I say his name. &amp; Maui is behaving very somberly as well. He knows his best friend is about to go. "
1878;@saabmagalona I can't make it, doll, I have a family thing, we're gonna bring our dog na to be put to sleep 
1879;@neekel mostly chill, but i'm not free tomorrow babe  what will you be doing in the area?
1880;Dextrose for Cholo tomorrow. Last attempt to get him better. 
1881;"@antiquities thanks  he's almost 8 years old&amp;he hardly eats. he mostly just lies on the floor&amp;we snuggle him up with a fluffy towel."
1882;RIP Cholo, I love you. 
1883;Can't stop crying. Talk of putting our dog to sleep. 
1884;Cute Eye Doctor 
1885;@curran22 well would you look who it isnt 
1886;@helenrf its my 22nd birthday soon can I have one? 
1887;@jillesdotcom Sorry... German or English ? 
1888;@Scamtypes But you Twitter ...  which is better than hiding information in excel
1889;@Jeroen_krah  I will call her in a minute ... Twitter = Multi Communication ... Phone = I am only able to handle one call at a time
1890;@picallo you might use the following url: http://rssfriends.com/ 
1891;You Blog about expectations for IOD? Let us know - we listen to you... send reply with URL  (via @iod2009) #iod2009
1892;@iod2009 Will arrive tomorrow morning at 7  #early
1893;@BananaSiana ha! Good luck on monday! Will hopefully see u 2mrw if ur at rach's!  
1894;@hennasooq I'm trying the wrap my head around it but it's not working.  
1895;Is wide awake but its far too early!  love my new hair tho! Hello red head. X
1896;#squarespace.................odds better or worse then winning the lotto I wonder? at least it's free! 
1897;backing up my iphone for the update is taking forever!! 
1898;@MidtownLunch Loads of Beard papas have disappeared in the UK too 
1899;@OfficialLucasT hello lucas. how are you on this fabulous day? 
1900;@robday thanks, bud! 
1901;is going to learn about the blast furnace, and slag! yay. 
1902;@HenryStreeten i know! how exciting. 
1903;@niallmoore ahh nice, your now a tweeterer  and yes, im good thanks 
1904;morning everyone. 
1905;@Adam9309 hah, i see you just added me,  and no, i dont. lolz. bummmmer. x x x
1906;I hate flossing. I would rather pluck out every individual hair on my body with tweezers than floss, but that wouldn't help my teeth 
1907;The side effects of exercise and allergies combined feel a lot like the flu.  but I know it's not.
1908;@matt_page Jaleh can't come because of saving baby animals, so there goes my ride to your party 
1909;Ok. So I'm not moving, someone else took the apt I wanted  at least now I can work on organizing my stuff
1910;Wish I had gone to the post office yesterday do I wouldn't have to to today  but I need distractions so I don't waste the whole day on FB
1911;@elaineball lost my wallet last weekend 
1912;Whatever shall I do for solstice? No one ever invited me to solstice parties 
1913;Wow... I seriously have like $20 after paying rent 
1914;I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics 
1915;Oh yeah, the train doesn't even start until 9:30 on Sunday. Yay anger. I really was foiled by the Sunday schedule. 
1916;why yes, i am following Tom Felton! hahaha... ah.. it's not funny without Niki here 
1917;@iloveacuppatea THEY'RE ON CAPITAL RIGHT NOW 
1918;@Lottie93 bad times  i don't like the dancing either... ok i did NOT just say that!
1919;i wish i was at the summertime ball 
1920;@iloveacuppatea no way  omg man if it keeps up come round mine tomorrow cause i'm home alone xx
1921;times like now i wish i was at school 
1922;ahh my earphones broke 
1923;@Lottie93 yay  and because loads of divs like fuck about... throw stones etc. i think it will get locked soon  x
1924;i don't like coming home from school 
1925;@Lottie93 you were being nasty about JLS 
1926;ahhhh i hate this 
1927;Getting ready for college. Might poke my nose in later at college - it's Vista - it's allowed - to keep me sane 
1928;http://twitpic.com/6srsw - this photo was taken with my Iphone 
1929;"@Bighit15 Ty you for rt. That way I had ??*~? in a handy place to copy &amp; paste to all my full moon tweets "
1930;after work.. now facebooking.. 
1931;@Shontelle_Layne morning !!  
1932;@DavidArchie u can join world vision if u want.. we are helpin those kids with HIV+.. lotsa celebrities do their part too~~ 
1933;@linakumpie zoe_fern_peyton@hotmai.com .. sorry.. thanks 
1934;i have to cats test today 
1935;SEEING TINCHY STRYDER ON TOUR IN SEPTEMBER!!! 
1936;short stack need to add some more short stack tv 
1937;@MoriahJovan Oh! You mean it's not you? I thought it had that pre-Raphaelite look. 
1938;I can eat chocolate again!! 
1939;Happy Mothers Day all!  Hugs and love, Zoe 
1940;@Jon_Favreau I hear you!  Just finished my last call of the day at 1:30 am  so ready to sleep   sweet dreams
1941;just posted the weekly forecasts for everyone!  hope it's a great week  Read it here: http://zoemoonastrology.blogspot.com/
1942;Got my @ChamCircuit cd + badge today  it's even better than I thought it would be 
1943;There is a first for everything.. apparently failing an exam too 
1944;@tommcfly can i come with you?? 
1945;Just had to say goodbuy to a beautiful friend who is off to the UK for 7 months 
1946;OMG nearly done! layouts, and concept map tp go 
1947;ahh my nan is driving me crazy. still in bed in my pjs.. just wanna party 
1948;its the sad bit in the lion king where simba's dad gets killed 
1949;i have pins and needles in my foot... 
1950;i think that imogen thinks im her mum not her sister pmsl 
1951;@ChantiParnell DAMN im gutted haha i know r we still doin town on tues hehe miss u 2  omg im so EXCITED omg deffo il practice in the mirra
1952;Only 7 more days of thisssss 
1953;I got my essays done! yay 
1954;Finishing my homework 
1955;Watching some stupid movie. I wanna see Cody! Ugh 
1956;Going home today 
1957;@dreamxmarissa make your mom let you come tomorrow!  please!
1958;Is bored and wants to hang out with a friend she is also lonely today 
1959;@causechloesedso CHLOE GET ON TWITTER NOW. I NEED TO ASK YOU SOMETHING! 
1960;"@PanicItsMeaghan would kris wear the thong? if he did,then yes [x if not then ill wear it for him lmfao. ill ask when i get back  &lt;3 xoxo"
1961;@causechloesedso after crying for hours,a few tissues and ice-cream and bestfriendly help im fine  x
1962;my picture works 
1963;"@alex_mauricio you must be tired haha,oh you excited babes  &lt;3 x"
1964;@PanicItsMeaghan done [x lol. and i got the profile to 1.0  haha. xoxo
1965;"DECEMBER 13/14 - MILEY CYRUS HERE I COME &lt;3 "
1966;@dd_big9 You too  It's getting better thanks.
1967;Finished blue bloods. Im guessing its time to sleep haha. Night 
1968;"@PanicItsMeaghan omg you couldve  just come anyway lmfao [x loveyouu&lt;3 xoxo"
1969;"@mandaxarchuleta aww i miss you tooo D; it sucksssss &lt;3 i gotta go now though  iloveyouu&lt;3"
1970;"@louiiseeeeee D; eughh. I hope you're okay  I don't like seeing my besties upset &lt;333 xoxo"
1971;"@louiiseeeeee haha it was and hilarious [x no  but there were a lot of fit boys (Y) lol. you shoulda come D; &lt;3"
1972;Missing a certain person. Sad they left  Wish they'd realise what they did to me...
1973;woke up suddenly very happy considering 
1974;@louiiseeeeee LMFAO. omgosh when i first heard that song with you,i felt like i was gonna pee myself, OMGOSH THE WALTZER MAN!  lol xoxo
1975;"lalalalalal in 12 hours the concert will be over  lol,im happy though ;D xox"
1976;@livingclassic erm.....y ess 
1977;wants someone to take her to paris 
1978;@fallingup42 Yeah, I've done that too, but there were no tmobile stores around 
1979;is loveing the sun 
1980;@ronjah thanks 
1981;@el_mansuro you never twitter! 
1982;this http://bit.ly/hGWxI  doesn't help my fear of flying... 
1983;@Saffy I gave you Friday love!  and it was before you just tweeted that! Ha!
1984;@Saffy Ohhhhh they're lovely 
1985;@labprim8 Just breal stuff,then they'll never ask you to do it again! Are you all aloe still? 
1986;@ookalot it's true. Eyes all squiffy. 
1987; poor mitch. ASHLEY!
1988;I really really really REALLY need someone to go to Adventure Landing with me!!!! 
1989;I just found out the pair of TOMS shoes that I realllllly want are sold out, sad day 
1990;Eurg...suffering from strange post-winter-pre-summer death Cold  I'm slowly being drawn into a bacteria bubble, time to go home soon...
1991;Feeling a lot better today.  Been able to go for a walk and will be making a special treat for dinner with Jenny tonight. 
1992;I'm getting more and more reactions when stroking the cat.  Now I have welts on my hands from where she caught me with her claws.  
1993;I have to say it's very saddening that 'Yes Minister' still reflects how cabinet ministers appear to behave under Labour 
1994;Thanks to an assault 20 years ago, I have a barometer in my finger. The weather is making it ache like mad. 
1995;mmmm, coffee and marshmallows 
1996;   sooo unbelievably tired!   sick of looking @ revision books (N)
1997;  i wanted julian to win!
1998;My hair is frizzy. I really *cba to straighten it! 
1999;Off for a Sunday roast! Without the meat though 
2000;I hate it when I want something and I can't have it! 
2001;@Peter_Simp  24A in Chem 1A, and 13U in Chem 1B ! 
2002;@lizarddd i remember when you fake went ouy with him 
2003;Its my vacation. im not even in the same state. not even the same side of the country. 
2004;Awe. were going to meijer. not walmart. walmarts better. 
2005;Why do i always have to believe everyone? im so stupid. now im crying. and i want to scream. 
2006;One of them is lying to me. i really wish i knew who.but i never know who to believe anymore. 
2007;Is it bad, that i feel bad, when i shouldnt? everybody told me not to feel upset. but i cant help it. 
2008;back from spain, no tan, it was warmer in england 
2009;back @ skool  in tech   can smell food tech class
2010;"no more scrubs while bbs on  i &lt;3 JD"
2011;@TiffanyDow there is no transfer lens link! I have a whole bunch of lenses  oh well...
2012;@miketd Oooooo, I can do that well and have even taught A how to do it.  Keep pawing K - go ooooooooon! 
2013;@MisterRo jam doughnuts????? How I miss them 
2014;@Suefromque Oh Sue - I didn't realise that it was your door  So sorry - will her insurance cover it? You not hurt?
2015;@Suefromque We don't watch that! Think it's on Ch 4, which we haven't got - thankfully... apart from the football 
2016;@bagelmouseuk My umbrella thing is pretty shite - and I don't get any sun with it up 
2017;Smoke is billowing out of the Berlaymont - building is evacuated. Looking for firemen.... there appears to be a lack of them 
2018;@Calypso2 Am fine thanks - going brown at last. No celebrations here  but wasn't a bad match. Spending time outdoors - and you?
2019;ebXML is a dead technology, right? Was it ever even live? Why on earth are BT using it for 21CN/WBC? 
2020;"Want to meet JLS! grr  (L) &lt;3 xxx"
2021;@lVloose those shoes are wild. Thanks for thinking of me. 
2022;@stanflan that sucks, those are so freaking expensive to replace. 
2023;just updating our Beverly Hills Screening details at http://treeparty.com - my favorite LA online event calendar 
2024;@lifeinthegalaxy hey you guys.  love seeing your smiling faces.  just wanted to say g'day and send you my love and Light   Zoe
2025;@skovi nice.  will let you about our next spiritualwarriors.com screening 
2026;@lindsaykirsch haha yup. i'm spending my last day  of break on a plane 
2027;either broke my ankle or sprained it badly 
2028;Waiting For VIP's to show up  With Bestfriend Heatherlee !
2029;Lol!  i guess your reading material is like my business law class from last summer-snooze material
2030;Just witnessed three waterspouts, so amazing, and now it's raining..i'm in the best mood 
2031;The Aquarium was so lovely, forgot about so much of it! happy 
2032;should probably go to bed. me + socials? = fucked. oh well. i got most of it done. i dont really care right now. only 2 weeks left 
2033;@IsadoraR NO. Sophia made me wait tiill I get home. 
2034;I love (Grey) Glue (Shirts!!!)! @adaptiveblue Please send me my free www.getglue.com (Grey) T-Shirt. 
2035;@ricardojc whats tonkatsu?  Educate us on your cuisine 
2036;@TequilaNef You're not talking to yourself.We're here,listening (not always replying).it gets boring replying then pple don't respond 
2037;Filling in tax return forms...  the June 30th deadline is looming over my head like a dark cloud 
2038;loving anthea posting on my twiiter lol 
2039;"happy I got to see jerr bear today. got my huggles &amp; smooches for the day "
2040;it's way to early to be up... except i will be going to see @jonasbrothers 3D movie today 
2041;fingers crossed for good tickets tomorrow 
2042;wayyyy to hyper, but i've drunk about a litre in the last hour 
2043;a pretty hard core chase around the house. Wowzzers. Way to make me forget about my exam tomorrow! 
2044;mum just started singing taylor swift randomly. wow, i must be rubbing off on her 
2045;getting a hair cut today  Expect drastic change unless i wimp out
2046;i'm so ready for the end of tomorrow 
2047;heading out into Winch town for a bit 
2048;woooops i totally just twittered that to some random person- @bethhcunningham you need to change your name 
2049;"not looking forward to the 6 hour coach journey to dale in two weeks  no wait... 10 days ;("
2050;LVATT is officially on my computer, but it's so unfair for the people who haven't got it yet 
